date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2013,AMZN,,1018724,,,2013,,74452000000.0,62766000000.0,11686000000.0,0.1569601891151346,6565000000.0,1129000000.0,3133000000.0,4262000000.0,114000000.0,10941000000.0,73707000000.0,,141000000.0,3253000000.0,3829000000.0,0.051429108687476494,745000000.0,0.010006447106860796,-239000000.0,506000000.0,0.0067963251490893465,161000000.0,274000000.0,0.0036802234997045076,0.029462365591397848,0.029462365591397848,9140000000,9300000000,,,Internet Retail,,8658000000.0,3789000000,12447000000.0,4767000000.0,7411000000.0,0.0,24625000000.0,10949000000.0,2655000000.0,645000000.0,3300000000.0,0.0,0.0,1285000000.0,15534000000.0,0,40159000000.0,15133000000.0,0.0,0,1159000000.0,6688000000.0,22980000000.0,3191000000.0,0.0,1028000000.0,3214000000.0,7433000000.0,0.0,0.0,30413000000.0,0,5000000.0,2190000000.0,-185000000.0,7736000000.0,9746000000.0,9746000000.0,40159000000.0,0,40159000000.0,0.0,5181000000.0,-3477000000.0,-156000000,1134000000,767000000,-846000000,1888000000,399000000,203000000,5475000000,-3444000000.0,-312000000.0,-2826000000.0,2306000000.0,0.0,-4276000000.0,-1011000000.0,0.0,0.0,0.0,472000000.0,-539000000.0,-86000000.0,574000000.0,8658000000.0,8084000000.0,5475000000,-3444000000.0,2031000000.0,0.9448777118920583,0.9448777118920583,0.12368745205098587,33.608679489416055,15.61820851688693,4.534110379172821,1.6819686173698631,1.6819686173698631,0.7200396852779118,0.12368745205098587,,0.9772207312875425,0.9448777118920583,,,,,0.24268532582982644,3.1205622819618304,0.7573146741701735,,0.1569601891151346,0.010006447106860796,2.811409809152473,0.006822879055753381,,0.002,,,,Consumer Cyclical
2018,AMCR,,1748790,,,2018,,9262259090.54536,7416784454.655109,1845474635.8902512,0.19924670837312863,65100489.363843,608565337.976934,209315466.565342,817880804.5422759,1.1920928955078125e-07,882981293.906119,8299765748.561228,13020097.872769,216570940.952398,0.0,1080568733.379931,0.11666362631584594,962493341.984133,0.1039156141687526,-87165082.70550203,875328259.278631,0.09450483415780715,144413757.321678,719584035.105855,0.07768990567758842,0.622199,0.618233,1157100000,1163937437,,,Packaging & Containers,,617013493.085213,0,617013493.085213,1198345954.59546,1350512136.604716,99887010.39792824,3265758594.683317,2681841991.610666,2024376744.065746,348859110.942188,2373235855.007934,435825413.52751,65100489.363843,169758222.64651585,5725761972.156468,0,8991520566.839785,2590800696.561302,1810886894.976199,0,0.0,266464751.12135506,4668152342.658856,2654708505.20407,0.0,161508847.658415,423302265.9551892,3239519618.817674,0.0,6460353.90634,7907671961.47653,0,1392156571.785573,524878907.374862,-901567235.144274,0.0,1015468244.016161,1015468244.016161,8923140205.492691,0,8923140205.492691,0.0,4465595400.180269,3848581907.0950565,0,0,0,0,0,0,0,0,-369830413.622787,-13119487.932858,0.0,0.0,154949103.69198498,-228000797.86366,-4631576800.543157,27928606.887387,-74244374.892823,-523586836.593624,4488355723.942701,-713123681.199515,-5764623.485639,-15504849.375229955,538793515.788511,554298365.163741,0,-369830413.622787,561553839.550797,12.010059469477527,12.010059469477527,1.316723477585414,16.9484499447044,7.729202952641613,21.718013734454733,17.0565,0,32.033733144425774,1.316723477585414,0.04293161390960422,14.84425842528163,12.010059469477527,,,13817753702.0,0.16498240036336906,0.11293620878332303,7.787217382792604,0.8794588081841879,3.981642955484947,0.19924670837312863,0.1039156141687526,70.86228834295314,0.08002918191163794,-0.04750478919628994,0.0151,0.0313,-0.3771328838674658,-0.2786369305315235,Consumer Cyclical
2017,AMCR,,1748790,,,2017,,9092132043.564074,7182194889.307857,1909937154.256217,0.21006482804087506,69032669.400071,781138121.619894,217487874.506501,998625996.126395,-9.5367431640625e-07,1067658665.526465,8249853554.834322,12188112.397719,199005900.788738,0.0,1009515375.235915,0.11103175475223187,842278488.729751,0.09263817162949843,-77324581.93303704,764953906.796714,0.08413361169102154,214091187.444902,596418287.002275,0.06559718712229368,0.515477,0.510482,1157200000,1168344190,,,Packaging & Containers,,560952877.976209,0,560952877.976209,1326706005.257969,1304227929.114668,91410842.98273993,3283297655.331586,2762605509.29218,2031318765.430025,375633627.994728,2406952393.424753,411498647.263394,66635007.944779,143460077.0745859,5791151634.999693,0,9074449290.33128,2575787720.901162,1123604099.483217,0,0.0,309098522.6105795,4008490342.994959,3483002874.044893,0.0,215190115.61184,477134629.6017895,4175327619.258522,0.0,9790450.942428,8183817962.253481,0,1415519381.664233,286420641.346018,-880840877.135524,0.0,821099145.874727,821099145.874727,9004917108.128208,0,9004917108.128208,0.0,4606606973.52811,4045654095.5519004,0,0,0,0,0,0,0,0,-378830509.935143,-335872408.861233,0.0,0.0,82719320.20732796,-631983598.589048,-3741450798.412458,23776809.431577,-83718345.813712,-488623424.075093,3953344129.5233297,-336671629.346356,-13486845.685996,44256834.362185955,557156580.67201,512899746.309824,0,-378830509.935143,647568398.048366,17.3347643861897,17.3347643861897,1.5654810294484587,23.865063398677623,6.853162650602579,21.98001056619955,17.0565,0,45.11050533314235,1.5654810294484587,0.03432896732300259,18.100685649687748,17.3347643861897,,,,,0.09048473572380845,9.966905949628238,0.9018528508361652,3.782630522087488,0.21006482804087506,0.09263817162949843,72.63657379242592,0.0657250118349057,,0.025699999999999997,0.04189999999999999,,,Consumer Cyclical
2016,AMCR,,1748790,,,2016,,9474348697.431894,7468316538.214222,2006032159.2176723,0.21173298801651927,67779510.49295,1258144593.140738,211283014.162634,1469427607.303372,1.1920928955078125e-06,1537207117.796323,9005523656.010546,34593696.750082,202332900.759253,0.0,689661547.418974,0.07279250209630904,468825041.421349,0.04948361691061974,-57622640.226199985,411202401.195149,0.0434016536995951,241854188.03477,245474458.624951,0.025909375563883248,0.21119,0.208203,1162200000,1179016994,,,Packaging & Containers,,518603762.035577,0,518603762.035577,1346841222.598799,1251406867.32025,94227598.41525507,3211079450.369881,2706051703.047241,1800380677.084117,313555658.333707,2113936335.4178238,449014116.247573,47767459.175255,203137405.3347826,5519907019.222675,0,8730986469.592556,2432017331.989127,921861680.546793,0,0.0,311846086.11053896,3665725098.646459,3447704358.663336,0.0,212791460.241882,554504778.7209883,4215000597.626206,0.0,13676577.784897,7880725696.272665,0,1453236952.719778,139782670.007617,-804705701.727455,0.0,788313920.99994,788313920.99994,8669039617.272606,0,8669039617.272606,0.0,4369566039.210129,3850962277.174552,0,0,0,0,0,0,0,0,-350864558.026406,-499396215.293485,0.0,0.0,-152353054.00110602,-1002613827.320997,-5064557429.442453,39722413.419437,-351065684.170251,-483004434.565971,5731290596.45727,-127614538.301969,-160498662.828957,-185136615.456209,516290811.380724,701427426.836933,0,-350864558.026406,754725854.969307,16.585714969253974,16.585714969253974,1.3800157053058466,53.263178879136674,7.034495632046845,17.323840059158595,,,101.11477702275832,1.3800157053058466,0.03694177208481776,24.527620245551084,16.585714969253974,,,,,0.09028921574273471,9.996938384998106,0.90261572660992,1.861332007952464,0.21173298801651927,0.04948361691061974,31.13917591529754,0.028115317722672686,,0.0165,0.062,,,Consumer Cyclical
2015,AMCR,,1748790,,,2015,,9599291738.892529,7669606196.341944,1929685542.5505848,0.20102374165088277,62818145.443787,746127765.676188,214420601.379604,960548367.055792,-9.5367431640625e-07,1023366512.499578,8692972708.841522,27264473.30071,196244285.845772,0.0,1063414328.593322,0.11078049897002175,906319030.051006,0.0944151979858014,-11584904.406111956,894734125.644894,0.09320834807215887,187755347.272316,679414695.475234,0.07077758588402046,0.565279,0.554311,1202600000,1225691562,,,Packaging & Containers,,703982682.405544,0,703982682.405544,1383896727.208578,1212320298.158738,108358804.14387417,3408558511.916734,2563359839.594563,1553975108.274939,288923521.095047,1842898629.369986,457603724.043397,77798625.279342,185757949.96088314,5127418768.248171,0,8535977280.164905,2342647436.684103,1011382128.631134,0,0.0,315588775.2023349,3669618340.517572,2569252161.663241,0.0,229700690.81187,482471320.5704179,3281424173.045529,0.0,5492842.606345,6951042513.563101,0,1678412960.775591,451511662.24363,-665632654.026523,2.384185791015625e-07,1464291968.992698,1464291968.992698,8415334482.555799,0,8415334482.555799,0.0,3580634290.294375,2876651607.888831,0,0,0,0,0,0,0,0,-322579665.792312,-97472988.796653,0.0,0.0,85188995.33149809,-334863659.257467,-5691284029.258541,45840268.296799,-420152524.454509,-479475224.603307,6072387436.274985,-472684073.744573,-1398178.118011,192049751.49181592,696592312.353311,504542560.861495,0,-322579665.792312,678415996.819479,8.541356357751322,8.541356357751322,1.3029127418105677,18.40855018629179,6.936422024969303,18.43564947995768,,,36.16158519117038,1.3029127418105677,0.03833642836711664,14.46115391785693,8.541356357751322,,,,,0.171543564483856,4.7470331469104465,0.814322986744034,4.420356234096552,0.20102374165088277,0.0944151979858014,46.39885418087833,0.07959424834154533,,0.0084,0.022600000000000002,,,Consumer Cyclical
2014,AMCR,,1748790,,,2014,,10218426949.366373,8288549532.076751,1929877417.2896223,0.18886247627471572,71553655.826915,660741521.83328,229254147.287552,889995669.120832,0.0,961549324.947747,9250098857.024498,28998060.519329,227088707.703316,0.0,834353286.7606909,0.08165183260545085,968328092.341876,0.09476293143162513,-57996121.03865802,910331971.303218,0.089087290618608,75507936.806824,531756642.250551,0.05203899238948166,0.44062,0.433088,1205900000,1227826087,,,Packaging & Containers,,509443199.57821,0,509443199.57821,1395861185.907696,1328450110.15497,91325060.72645807,3325079556.367334,2918824260.455307,1690172670.269456,305232831.830079,1995405502.099535,487882953.282995,95091042.612085,307680720.0557356,5804884478.505658,0,9129964034.872992,1786393507.447229,521588491.159358,0,0.0,986593104.4871669,3294575103.093754,3000075319.637713,0.0,252038337.695596,445044909.33398485,3697158566.667294,9.5367431640625e-07,8661758.336942,6991733669.761048,0,2716591033.19713,588811267.817802,-1276291261.039034,-2.384185791015625e-07,2029111039.975898,2029111039.975898,9020844709.736946,0,9020844709.736946,0.0,3521663810.79707,3012220611.21886,0,0,0,0,0,0,0,0,-341009659.743537,-87370779.746549,0.0,0.0,-51688101.38023198,-480068540.870318,-9387463046.302748,48769465.418871,-125972094.074228,-467264202.459186,9428700547.950367,-503229329.466925,21654395.842356,159865931.04487097,504924021.315457,345058090.270586,0,-341009659.743537,780593895.343363,5.651789880023623,5.651789880023623,1.1222969345483347,21.566461666832367,7.320518008903274,14.69151797060298,,,42.481208957911065,1.1222969345483347,0.040744659178979646,17.346578141984786,5.651789880023623,,,,,0.222247429696926,3.4457126948775048,0.7658007899105937,3.8810116086235475,0.18886247627471572,0.09476293143162513,26.206384558277662,0.05824301609726421,,0.0063,0.0225,,,Consumer Cyclical
2013,AMCR,,1748790,,,2013,,11339332159.120983,9335809522.071238,2003522637.0497456,0.176687886811586,59866577.84024,893800706.35261,316033474.177975,1209834180.530585,9.5367431640625e-07,1269700758.370826,10605510280.442064,24822727.397173,225686047.254442,0.0,978398751.562828,0.08628363097872889,733821878.67892,0.06471473525790124,-6661981.985270977,727159896.693649,0.0641272242923712,204604980.972284,548107723.336102,0.04833686108182503,0.454475,0.447174,1206100000,1225714286,,,Packaging & Containers,,360385847.394983,0,360385847.394983,1669602197.541455,1656004453.489327,144647143.1048479,3830639641.530613,4456227127.955684,1755477883.132409,344141562.554186,2099619445.686595,461228177.445997,162169068.326382,325707037.06069756,7504950856.475355,0,11335590498.005968,1996495614.955693,1081248802.212143,0,0.0,1212206941.237669,4289951358.405505,2899878624.16383,0.0,256623196.473713,511694972.4851012,3668196793.122644,0.0,9856082.937113,7958148151.528149,0,3487319419.221187,513155132.92023,-708360331.091379,0.0,3292114221.050038,3292114221.050038,11250262372.578186,0,11250262372.578186,0.0,3981127426.375973,3620741578.9809904,0,0,0,0,0,0,0,0,-434123949.368937,-183158874.581345,0.0,0.0,79852523.79605293,-537430300.154229,-5858254925.759968,79396223.660075,-132874599.596631,-436405450.048824,5960009856.082937,-388128895.662411,11042463.290654,40519452.074797034,334467999.671464,293948547.596667,0,-434123949.368937,520912235.231846,3.491413683242095,3.491413683242095,1.0136516398740893,20.970572295916632,6.791637059305811,22.06539194276024,,,41.314288216440794,1.0136516398740893,0.03796767131428413,15.44093435400386,3.491413683242095,,,,,0.29042282549190096,2.4173365859067473,0.7020497214439828,3.1120097048119684,0.176687886811586,0.06471473525790124,16.64911016244388,0.048352816153028735,,0.002,0.0182,,,Consumer Cyclical
2018,AMD,,2488,,,2018,,6475000000.0,4028000000.0,2447000000.0,0.3779150579150579,1434000000.0,0.0,0.0,562000000.0,0.0,1996000000.0,6024000000.0,18000000.0,121000000.0,170000000.0,619000000.0,0.0955984555984556,451000000.0,0.06965250965250966,-121000000.0,330000000.0,0.050965250965250966,-9000000.0,337000000.0,0.05204633204633204,0.34,0.32,982000000,1064000000,,,Semiconductors,,1078000000.0,78000000,1156000000.0,1235000000.0,845000000.0,304000000.0,3540000000.0,348000000.0,289000000.0,226000000.0,515000000.0,58000000.0,0.0,95000000.0,1016000000.0,0,4556000000.0,528000000.0,136000000.0,0,0.0,1320000000.0,1984000000.0,1114000000.0,0.0,0.0,192000000.0,1306000000.0,0.0,0.0,3290000000.0,0,10000000.0,-7436000000.0,-8000000.0,8700000000.0,1266000000.0,1266000000.0,4556000000.0,0,4556000000.0,136000000.0,1250000000.0,172000000.0,-4000000,137000000,-727000000,-806000000,207000000,0,121000000,34000000,-163000000.0,0.0,-123000000.0,45000000.0,71000000.0,-170000000.0,-41000000.0,0.0,0.0,0.0,69000000.0,28000000.0,0.0,-108000000.0,1083000000.0,1191000000.0,34000000,-163000000.0,-129000000.0,15.653048973143761,15.653048973143761,3.060503474903475,58.80344213649851,5.242914979757085,-153.61829457364342,582.8458823529411,582.8458823529411,23.190755091582947,3.060503474903475,-0,32.292019386106624,15.653048973143761,20.18,21.28,29764164418.0,-0.02727272727272727,0.2778753292361721,2.598736176935229,0.7221246707638279,2.5785123966942147,0.3779150579150579,0.06965250965250966,26.619273301737756,0.07396839332748024,1.5990157166828656,0.0151,0.0351,13.21769612799009,12.686421180614252,Technology
2017,AMD,,2488,,,2017,,5329000000.0,3506000000.0,1823000000.0,0.3420904484893976,1160000000.0,0.0,0.0,511000000.0,-52000000.0,1619000000.0,5125000000.0,6000000.0,126000000.0,144000000.0,332000000.0,0.06230061925314318,204000000.0,0.03828110339650966,-135000000.0,69000000.0,0.012948020266466504,19000000.0,43000000.0,0.008069056108087821,0.04,0.04,952000000,1039000000,,,Semiconductors,,1185000000.0,0,1185000000.0,400000000.0,739000000.0,298000000.0,2622000000.0,261000000.0,289000000.0,239000000.0,528000000.0,58000000.0,0.0,71000000.0,918000000.0,0,3540000000.0,384000000.0,70000000.0,0,22000000.0,1010000000.0,1486000000.0,1325000000.0,0.0,0.0,118000000.0,1443000000.0,0.0,0.0,2929000000.0,0,9000000.0,-7760000000.0,6000000.0,8356000000.0,611000000.0,611000000.0,3540000000.0,0,3540000000.0,0.0,1395000000.0,210000000.0,0,97000000,-264000000,-89000000,-75000000,0,48000000,68000000,-113000000.0,1000000.0,-222000000.0,222000000.0,-2000000.0,-114000000.0,-110000000.0,0.0,0.0,0.0,77000000.0,-33000000.0,0.0,-79000000.0,1185000000.0,1264000000.0,68000000,-113000000.0,-45000000.0,20.7539116202946,20.7539116202946,2.413980582524272,-384.26181818181817,11.570484581497798,-281.792,186.48000000000002,186.48000000000002,-146.91455859802846,2.413980582524272,-0,50.3540625,20.7539116202946,,,,,0.17259887005649718,4.7937806873977085,0.8274011299435028,0.5,0.3420904484893976,0.03828110339650966,7.037643207855974,0.012146892655367232,,0.025699999999999997,0.2007,,,Technology
2016,AMD,,2488,,,2016,,4272000000.0,3274000000.0,998000000.0,0.23361423220973782,1008000000.0,0.0,0.0,460000000.0,-88000000.0,1380000000.0,4654000000.0,2000000.0,156000000.0,133000000.0,-169000000.0,-0.03955992509363296,-372000000.0,-0.08707865168539326,-76000000.0,-448000000.0,-0.10486891385767791,39000000.0,-497000000.0,-0.11633895131086143,-0.6,-0.6,835000000,835000000,,,Semiconductors,,1264000000.0,0,1264000000.0,311000000.0,751000000.0,204000000.0,2530000000.0,164000000.0,289000000.0,232000000.0,521000000.0,59000000.0,0.0,47000000.0,791000000.0,0,3321000000.0,440000000.0,0.0,0,63000000.0,843000000.0,1346000000.0,1435000000.0,0.0,0.0,124000000.0,1559000000.0,0.0,0.0,2905000000.0,0,9000000.0,-7803000000.0,-5000000.0,8215000000.0,416000000.0,416000000.0,3321000000.0,0,3321000000.0,0.0,1435000000.0,171000000.0,11000000,86000000,180000000,222000000,58000000,0,177000000,90000000,-77000000.0,342000000.0,0.0,0.0,2000000.0,267000000.0,-1343000000.0,667000000.0,0.0,0.0,798000000.0,122000000.0,0.0,479000000.0,1264000000.0,785000000.0,90000000,-77000000.0,13000000.0,21.29651442307692,21.29651442307692,2.073817883895131,-17.825653923541246,13.736334405144694,681.4884615384616,98.43722222222222,98.43722222222222,-5.977679126970658,2.073817883895131,-0,-53.43402366863905,21.29651442307692,,,,,0.12526347485697079,6.983173076923077,0.8747365251430292,-2.8846153846153846,0.23361423220973782,-0.08707865168539326,-119.47115384615385,-0.1496537187594098,,0.0165,0.21650000000000003,,,Technology
2015,AMD,,2488,,,2015,,3991000000.0,2911000000.0,1080000000.0,0.2706088699574042,947000000.0,0.0,0.0,482000000.0,3000000.0,1432000000.0,4343000000.0,0.0,160000000.0,167000000.0,-319000000.0,-0.07992984214482586,-481000000.0,-0.12052117263843648,-165000000.0,-646000000.0,-0.16186419443748434,14000000.0,-660000000.0,-0.16537208719619143,-0.84,-0.84,783000000,783000000,,,Semiconductors,,785000000.0,0,785000000.0,533000000.0,678000000.0,324000000.0,2320000000.0,188000000.0,278000000.0,189000000.0,467000000.0,0.0,0.0,134000000.0,789000000.0,0,3109000000.0,279000000.0,230000000.0,0,53000000.0,841000000.0,1403000000.0,2032000000.0,0.0,0.0,86000000.0,2118000000.0,0.0,0.0,3521000000.0,0,8000000.0,-7306000000.0,-8000000.0,6894000000.0,-412000000.0,-412000000.0,3109000000.0,0,3109000000.0,0.0,2262000000.0,1477000000.0,0,63000000,113000000,280000000,-156000000,0,91000000,-226000000,-96000000.0,0.0,-227000000.0,462000000.0,8000000.0,147000000.0,-44000000.0,5000000.0,0.0,0.0,98000000.0,59000000.0,0.0,-20000000.0,785000000.0,805000000.0,-226000000,-96000000.0,-322000000.0,-4.029029126213592,-4.029029126213592,0.41592583312453024,-2.515090909090909,7.487804878048781,-5.155155279503106,-7.344955752212391,-7.344955752212391,-0.7908900328587075,0.41592583312453024,-0,-9.755360501567399,-4.029029126213592,,,,,-0.13251849469282728,-8.54611650485437,1.1325184946928273,-4.0375,0.2706088699574042,-0.12052117263843648,160.19417475728156,-0.21228690897394661,,0.0084,0.2084,,,Technology
2014,AMD,,2488,,,2014,,5506000000.0,3667000000.0,1839000000.0,0.3339992735197966,1072000000.0,0.0,0.0,604000000.0,14000000.0,1690000000.0,5357000000.0,3000000.0,177000000.0,203000000.0,-18000000.0,-0.0032691609153650564,-155000000.0,-0.028151107882310206,-243000000.0,-398000000.0,-0.07228478023973847,5000000.0,-403000000.0,-0.07319288049400653,-0.53,-0.53,768000000,768000000,,,Semiconductors,,805000000.0,235000000,1040000000.0,818000000.0,685000000.0,193000000.0,2736000000.0,302000000.0,320000000.0,284000000.0,604000000.0,0.0,0.0,125000000.0,1031000000.0,0,3767000000.0,415000000.0,177000000.0,0,72000000.0,776000000.0,1440000000.0,2035000000.0,0.0,0.0,105000000.0,2140000000.0,0.0,0.0,3580000000.0,0,8000000.0,-6646000000.0,-5000000.0,6830000000.0,187000000.0,187000000.0,3767000000.0,0,3767000000.0,0.0,2212000000.0,1407000000.0,0,81000000,-291000000,7000000,-231000000,0,312000000,-98000000,-95000000.0,0.0,-790000000.0,873000000.0,0.0,-12000000.0,-1115000000.0,4000000.0,0.0,0.0,1157000000.0,46000000.0,0.0,-64000000.0,805000000.0,869000000.0,-98000000,-95000000.0,-193000000.0,10.719144385026738,10.719144385026738,0.36405375953505265,-4.973895781637717,6.7310513447432765,-10.385906735751295,-20.45387755102041,-20.45387755102041,-1.5341172531316332,0.36405375953505265,-0,-189.52666666666667,10.719144385026738,,,,,0.04964162463498806,19.144385026737968,0.950358375365012,-2.2655367231638417,0.3339992735197966,-0.028151107882310206,-215.50802139037435,-0.1069816830368994,,0.0063,0.2063,,,Technology
2013,AMD,,2488,,,2013,,5299000000.0,3321000000.0,1978000000.0,0.37327797697678805,1201000000.0,0.0,0.0,674000000.0,18000000.0,1893000000.0,5214000000.0,5000000.0,177000000.0,236000000.0,339000000.0,0.06397433478014719,103000000.0,0.01943762974146065,-177000000.0,-74000000.0,-0.013964899037554256,9000000.0,-83000000.0,-0.015663332704283828,-0.11,-0.11,754000000,754000000,,,Semiconductors,,869000000.0,228000000,1097000000.0,832000000.0,884000000.0,71000000.0,2884000000.0,346000000.0,553000000.0,358000000.0,911000000.0,90000000.0,0.0,106000000.0,1453000000.0,0,4337000000.0,519000000.0,60000000.0,0,145000000.0,894000000.0,1618000000.0,1998000000.0,0.0,0.0,177000000.0,2175000000.0,0.0,0.0,3793000000.0,0,7000000.0,-6243000000.0,-2000000.0,6782000000.0,544000000.0,544000000.0,4337000000.0,0,4337000000.0,318000000.0,2058000000.0,1189000000.0,1000000,91000000,-448000000,-200000000,266000000,-92000000,55000000,-148000000,-84000000.0,0.0,-1043000000.0,1344000000.0,238000000.0,455000000.0,-55000000.0,3000000.0,0.0,0.0,65000000.0,13000000.0,0.0,320000000.0,869000000.0,549000000.0,-148000000,-84000000.0,-232000000.0,4.726360294117647,4.726360294117647,0.4852123042083412,-30.977590361445785,6.368990384615385,-11.0825,-17.372567567567568,-17.372567567567568,-9.380362703827359,0.4852123042083412,,11.091858407079647,4.726360294117647,,,,,0.12543232649296748,6.9724264705882355,0.8745676735070325,-0.4463276836158192,0.37327797697678805,0.01943762974146065,-15.257352941176471,-0.01913765275536085,,0.002,0.202,,,Technology
2018,AEE,,1002910,,,2018,,6291000000.0,3496000000.0,2795000000.0,0.4442854872039421,0.0,0.0,0.0,0.0,1438000000.0,1438000000.0,4934000000.0,33000000.0,401000000.0,1033000000.0,2486000000.0,0.3951676998887299,1357000000.0,0.21570497536162772,-299000000.0,1058000000.0,0.16817676045143856,237000000.0,815000000.0,0.12955015100937847,3.34,3.32,243800000,245800000,,,Utilities—Regulated Electric,,16000000.0,0,16000000.0,837000000.0,483000000.0,197000000.0,1533000000.0,22810000000.0,411000000.0,0.0,411000000.0,684000000.0,0.0,1777000000.0,25682000000.0,0,27215000000.0,817000000.0,1177000000.0,53000000,116000000.0,524000000.0,2687000000.0,7859000000.0,0.0,2666000000.0,6230000000.0,16755000000.0,0.0,0.0,19442000000.0,0,2000000.0,2024000000.0,-22000000.0,5627000000.0,7631000000.0,7631000000.0,27073000000.0,0,27073000000.0,0.0,9036000000.0,9020000000.0,224000000,20000000,44000000,0,-22000000,176000000,34000000,2170000000,-52000000.0,0.0,-315000000.0,299000000.0,-2268000000.0,-2336000000.0,-841000000.0,74000000.0,0.0,-451000000.0,1423000000.0,205000000.0,0.0,39000000.0,107000000.0,68000000.0,2170000000,-2338000000.0,-168000000.0,2.17059003867383,2.17059003867383,2.632931582438404,20.32364734370552,7.516129032258065,-98.5938844352381,7.633074924018432,7.633074924018432,5.688754560729513,2.632931582438404,0.027228096599512246,10.291139414770715,2.17059003867383,67.94,68.01,17092151148.0,0.22400756143667297,0.28039683997795334,2.547765692569781,0.7143854492008084,2.5561097256857854,0.4442854872039421,0.21570497536162772,10.680120560870135,0.029946720558515525,0.46540511134218915,0.0151,0.0351,3.8578112734701397,2.5330690092499584,Utilities
2017,AEE,,1002910,,,2017,,6177000000.0,3346000000.0,2831000000.0,0.45831309697264044,0.0,0.0,0.0,0.0,1373000000.0,1373000000.0,4719000000.0,34000000.0,391000000.0,952000000.0,2442000000.0,0.39533754249635744,1458000000.0,0.23603691112190384,-353000000.0,1105000000.0,0.17888942852517403,576000000.0,523000000.0,0.08466893313906428,2.16,2.14,242600000,244200000,,,Utilities—Regulated Electric,,10000000.0,0,10000000.0,838000000.0,522000000.0,242000000.0,1612000000.0,21466000000.0,411000000.0,0.0,411000000.0,704000000.0,0.0,1752000000.0,24333000000.0,0,25945000000.0,902000000.0,1325000000.0,52000000,108000000.0,553000000.0,2940000000.0,7094000000.0,0.0,2555000000.0,6030000000.0,15679000000.0,0.0,0.0,18619000000.0,0,2000000.0,1660000000.0,-18000000.0,5540000000.0,7184000000.0,7184000000.0,25803000000.0,0,25803000000.0,0.0,8419000000.0,8409000000.0,539000000,17000000,79000000,0,32000000,15000000,-6000000,2104000000,-63000000.0,0.0,-413000000.0,396000000.0,-2125000000.0,-2205000000.0,-681000000.0,0.0,0.0,-431000000.0,1214000000.0,102000000.0,0.0,1000000.0,10000000.0,9000000.0,2104000000,-2195000000.0,-91000000.0,1.894130574682628,1.894130574682628,2.202919548084831,26.01803833369025,7.371121718377088,-149.5322422914286,6.467411620019011,6.467411620019011,7.246815269521533,2.202919548084831,0.03167386286519444,9.015738758607698,1.894130574682628,,,,,0.276893428406244,2.5917316258351892,0.7176334553863943,2.739130434782609,0.45831309697264044,0.23603691112190384,7.280066815144766,0.0201580265947196,,0.025699999999999997,0.0457,,,Utilities
