date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2014,AOS,,91142,,,2014,,2356000000,1496700000,859300000,0.3647283531409168,0,0,0,572100000,0,572100000,2068800000,0.0,5700000,59800000,352200000,0.14949066213921902,287200000,0.12190152801358234,-500000,286700000,0.12168930390492359,78900000,207800000,0.08820033955857386,1.162198,1.14,178799066,181974000,,,Specialty Industrial Machinery,,319400000,222500000,541900000,475400000,208300000,93400000,1319000000,427700000,428800000,308500000,737300000,0,0,31300000,1196300000,0,2515300000,393800000,13700000,0,0,197700000,605200000,210100000,0,21400000,297300000,528800000,0,0,1134000000,0,148200000,1135500000,-272000000,369600000,1381300000,1381300000,2515300000,0,2515300000,0,223800000,-95600000,0,0,-30600000,-16800000,6900000,7500000,26900000,263900000,0,0,-321900000,202000000,-86100000,-206000000,0,0,-103800000,-54400000,39000000,-119200000,0,-61300000,319400000,380700000,263900000,-86100000,177800000,3.845092476399112,3.845092476399112,2.254340508340447,25.559317794273788,4.955826672275978,29.871913597582076,20.12590465195185,20.12590465195185,13.250165697922103,2.254340508340447,0.010242455803213686,14.808705955849213,3.845092476399112,,,,,0.5491591460263189,0.820965756895678,0.45084085397368107,50.29824561403509,0.3647283531409168,0.12190152801358234,15.043799319481648,0.08261439987277859,,0.0063,0.0132,,,Industrials
2013,AOS,,91142,,,2013,,2153800000,1380000000,773800000,0.35927198439966573,0,0,0,524500000,0,524500000,1904500000,0.0,5700000,59700000,301800000,0.14012443123781224,249300000,0.11574890890519082,-12900000,236400000,0.10975949484631814,66700000,169700000,0.07879097409230197,0.929973,0.915,182478396,185576000,,,Specialty Industrial Machinery,,380700000,105300000,486000000,458700000,193400000,67500000,1205600000,391300000,433500000,324800000,758300000,0,0,36300000,1185900000,0,2391500000,387100000,14200000,0,0,189600000,590900000,177700000,0,21000000,273200000,471900000,0,0,1062800000,0,148500000,982200000,-259100000,457100000,1328700000,1328700000,2391500000,0,2391500000,0,191900000,-188800000,0,0,24700000,0,0,24700000,25500000,279600000,0,-4000000,-132700000,226200000,-97700000,-8200000,-51500000,0,-73700000,-42600000,10200000,-157600000,0,113800000,380700000,266900000,279600000,-97700000,181900000,3.2830181260742655,3.2830181260742655,2.0253255567438377,25.70504528058266,4.695443645083933,23.98101255698118,15.6013812021276,15.6013812021276,13.5999287674923,2.0253255567438377,0.009765835027521886,13.82818483802146,3.2830181260742655,,,,,0.5555927242316537,0.7998795815458719,0.4444072757683462,41.473684210526315,0.35927198439966573,0.11574890890519082,12.77188229096109,0.07095964875601087,,0.002,0.0089,,,Industrials
2018,ABT,,1800,,,2018,,30578000000,12706000000,17872000000,0.5844724965661586,2300000000,9744000000,0,9744000000,2178000000,14222000000,26928000000,105000000.0,826000000,3278000000,7011000000,0.22928249067957354,3650000000,0.11936686506638759,-777000000,2873000000,0.09395643927006345,539000000,2368000000,0.0774412976649879,1.348812,1.33,1755619422,1770000000,,,Medical Devices,,3844000000,242000000,4086000000,5182000000,3796000000,1568000000,14632000000,7563000000,23254000000,18942000000,42196000000,897000000,1868000000,17000000,52541000000,0,67173000000,2975000000,207000000,305000000,0,5525000000,9012000000,19359000000,0,2056000000,6024000000,27439000000,0,0,36451000000,0,23512000000,24560000000,-7586000000,-9962000000,30524000000,30524000000,66975000000,0,66975000000,1139000000,19566000000,15722000000,0,477000000,-148000000,-190000000,747000000,5620000000,325000000,6300000000,-1394000000,48000000,-131000000,73000000,48000000,-1356000000,-12433000000,0,-238000000,-1974000000,4254000000,-10391000000,-116000000,-5563000000,3844000000,9407000000,6300000000,-1394000000,4906000000,4.122749334806901,4.122749334806901,4.115468660332455,53.143074618093685,5.900810497877267,25.650795086760258,19.975047729467594,19.975047729467594,20.756176628324916,4.115468660332455,0.015686237028164778,20.19181296471913,4.122749334806901,71.68,73.87,125705928635.0,0.18760877131917855,0.4544087654265851,1.1941750753505438,0.5426436216932399,3.351089588377724,0.5844724965661586,0.11936686506638759,7.757829904337571,0.03525225909219478,1.0711560828292062,0.0151,0.0313,8.859316478979558,7.6695211301633135,Healthcare
2017,ABT,,1800,,,2017,,27390000000,12337000000,15053000000,0.5495801387367653,2235000000,9117000000,0,9117000000,1975000000,13327000000,25664000000,124000000.0,904000000,3021000000,6280000000,0.22928075940124132,1726000000,0.06301569916027748,505000000,2231000000,0.0814530850675429,1878000000,477000000,0.01741511500547645,0.273572,0.27,1743602469,1749000000,,,Medical Devices,,9407000000,203000000,9610000000,5249000000,3601000000,1687000000,20147000000,7607000000,24020000000,21473000000,45493000000,883000000,1944000000,176000000,56103000000,0,76250000000,2402000000,714000000,309000000,0,5487000000,8912000000,27210000000,0,2006000000,7024000000,36240000000,0,0,45152000000,0,23206000000,23978000000,-6062000000,-10225000000,30897000000,30897000000,76049000000,0,76049000000,1086000000,27924000000,18517000000,0,406000000,1915000000,-207000000,615000000,11235000000,-249000000,5570000000,-1135000000,-8437000000,-210000000,129000000,35000000,-9618000000,-8650000000,0,-827000000,-1849000000,6045000000,-5281000000,116000000,-9213000000,9407000000,18620000000,5570000000,-1135000000,4435000000,3.5236604111504857,3.5236604111504857,3.974827883290126,228.24011682037013,5.218136787959612,24.548035112359987,19.545877149608,19.545877149608,88.53393352899795,3.974827883290126,0.016983474800739903,20.284639446387985,3.5236604111504857,,,,,0.4052065573770492,1.4613716542059099,0.5921573770491804,2.3307522123893807,0.5495801387367653,0.06301569916027748,1.543839207690067,0.006255737704918033,,0.025699999999999997,0.0499,,,Healthcare
2016,ABT,,1800,,,2016,,20853000000,9024000000,11829000000,0.5672565098546971,1422000000,6672000000,0,6672000000,550000000,8644000000,17668000000,99000000.0,431000000,1353000000,3534000000,0.1694720184146166,3185000000,0.15273581738838538,-1772000000,1413000000,0.06776003452740613,350000000,1400000000,0.0671366230278617,0.950526,0.94,1472869205,1483000000,,,Medical Devices,,18620000000,155000000,18775000000,3248000000,2434000000,2319000000,26776000000,5705000000,7683000000,4539000000,12222000000,2947000000,2263000000,2753000000,25890000000,0,52666000000,1178000000,1325000000,188000000,0,3969000000,6660000000,20681000000,0,356000000,4252000000,25289000000,0,0,31949000000,0,13027000000,25565000000,-7263000000,-10791000000,20538000000,20538000000,52487000000,0,52487000000,3102000000,22006000000,3386000000,0,310000000,-1513000000,-177000000,-652000000,20116000000,1653000000,3203000000,-1121000000,-55000000,-2823000000,3709000000,42000000,-248000000,-12000000,0,-522000000,-1539000000,13220000000,11147000000,-483000000,13619000000,18620000000,5001000000,3203000000,-1121000000,2082000000,2.941005141356137,2.941005141356137,2.896579081819036,43.14454542369454,6.420258620689655,29.011702014011693,18.85805919237351,18.85805919237351,14.137101739328891,2.896579081819036,0.025479135392211087,18.04990480848114,2.941005141356137,,,,,0.389966961607109,1.5556042457882948,0.6066342611931796,3.0487238979118327,0.5672565098546971,0.15273581738838538,6.81663258350375,0.026582614969809744,,0.0165,0.0327,,,Healthcare
2015,ABT,,1800,,,2015,,20405000000,8747000000,11658000000,0.5713305562362166,1405000000,6785000000,0,6785000000,601000000,8791000000,17538000000,105000000.0,163000000,1472000000,6635000000,0.32516540063709876,2867000000,0.1405047782406273,316000000,3183000000,0.15599117863268808,577000000,4423000000,0.21676059789267335,3.003398,2.92,1472665052,1506000000,,,Medical Devices,,5001000000,1124000000,6125000000,3418000000,2599000000,2013000000,14155000000,5730000000,9638000000,5562000000,15200000000,4041000000,2119000000,2000000,27092000000,0,41247000000,1081000000,3130000000,430000000,0,4545000000,9186000000,5871000000,0,808000000,4056000000,10735000000,0,0,19921000000,0,12734000000,25757000000,-6658000000,-10622000000,21211000000,21211000000,41132000000,0,41132000000,5165000000,9001000000,4000000000,0,292000000,-156000000,-171000000,-742000000,4969000000,-3065000000,2966000000,-1110000000,2285000000,-4933000000,4112000000,52000000,406000000,-57000000,0,-2237000000,-1443000000,1501000000,-2236000000,-198000000,938000000,5001000000,4063000000,2966000000,-1110000000,1856000000,2.6278992036774516,2.6278992036774516,2.731701544190268,12.60238978277242,5.969865418373318,30.03252694461337,18.793111938368988,18.793111938368988,4.1288318141870555,2.731701544190268,0.025887879821425097,9.003823663783333,2.6278992036774516,,,,,0.5142434601304338,0.9391824996464099,0.48296845831211965,18.883435582822084,0.5713305562362166,0.1405047782406273,20.85238791193249,0.10723204111814193,,0.0084,0.0153,,,Healthcare
2014,ABT,,1800,,,2014,,20247000000,9218000000,11029000000,0.5447226749641922,1345000000,6530000000,0,6530000000,555000000,8430000000,17648000000,77000000.0,150000000,1548000000,4779000000,0.23603496814342867,2599000000,0.12836469600434633,-81000000,2518000000,0.12436410332394923,797000000,2284000000,0.11280683558057984,1.514553,1.49,1508035434,1527000000,,,Medical Devices,,4063000000,397000000,4460000000,3586000000,2643000000,4572000000,15261000000,5935000000,10067000000,6198000000,16265000000,229000000,1651000000,1934000000,26014000000,0,41275000000,1064000000,4437000000,270000000,0,4761000000,10532000000,3408000000,0,860000000,4836000000,9104000000,0,0,19636000000,0,12383000000,22874000000,-5053000000,-8678000000,21526000000,21526000000,41162000000,0,41162000000,626000000,7845000000,3782000000,0,246000000,-490000000,-195000000,-225000000,4729000000,87000000,3675000000,-1077000000,-3317000000,-1507000000,5624000000,75000000,-202000000,-577000000,0,-2195000000,-1342000000,1372000000,-2742000000,-143000000,588000000,4063000000,3475000000,3675000000,-1077000000,2598000000,3.1357271886174747,3.1357271886174747,3.3338106120501685,29.553267715490264,5.646123814835471,25.981394712155414,18.36725536385844,18.36725536385844,9.91487762078922,3.3338106120501685,0.019881580605982222,14.915602314747806,3.1357271886174747,,,,,0.5215263476680799,0.9121992009662734,0.4757359176256814,16.273333333333333,0.5447226749641922,0.12836469600434633,10.61042460280591,0.05533615990308904,,0.0063,0.0132,,,Healthcare
2013,ABT,,1800,,,2013,,21848000000,10040000000,11808000000,0.5404613694617356,1452000000,6936000000,0,6936000000,791000000,9179000000,19219000000,67000000.0,157000000,1719000000,4590000000,0.21008787989747346,2629000000,0.12033138044672281,-108000000,2521000000,0.11538813621384109,138000000,2576000000,0.11790552911021604,1.663977,1.62,1548098286,1574000000,,,Medical Devices,,3475000000,4623000000,8098000000,3986000000,2693000000,4470000000,19247000000,5905000000,9772000000,5735000000,15507000000,119000000,2109000000,66000000,23706000000,0,42953000000,1026000000,3173000000,175000000,0,5133000000,9507000000,3388000000,0,466000000,4325000000,8179000000,0,0,17686000000,0,12048000000,21979000000,-2012000000,-6844000000,25171000000,25171000000,42857000000,0,42857000000,4742000000,6561000000,3086000000,0,262000000,-1237000000,-113000000,-436000000,9740000000,4000000,3324000000,-1145000000,-580000000,-10064000000,7839000000,21000000,-3929000000,-303000000,0,-1605000000,-882000000,-3906000000,-6696000000,-26000000,-7327000000,3475000000,10802000000,3324000000,-1145000000,2179000000,2.2467136200334537,2.2467136200334537,2.5884304526667,21.953427224325335,5.48118414450577,25.953202629583323,17.013245646769573,17.013245646769573,7.560859412192166,2.5884304526667,0.015596257515930904,12.99303453809631,2.2467136200334537,,,,,0.5860126184434149,0.7026339835525008,0.4117523805089284,15.630573248407643,0.5404613694617356,0.12033138044672281,10.233999443804379,0.05997252811212255,,0.002,0.0089,,,Healthcare
2018,ABBV,,1551152,,,2018,,32753000000,7718000000,25035000000,0.7643574634384637,10753000000,7399000000,0,7399000000,500000000,18652000000,26370000000,204000000.0,1348000000,1765000000,8310000000,0.2537172167435044,6383000000,0.1948829114890239,-1186000000,5197000000,0.1586724880163649,-490000000,5687000000,0.17363294965346684,3.845622,3.66,1478824398,1546000000,,,Drug Manufacturers—General,,7289000000,772000000,8061000000,5384000000,1605000000,1895000000,16945000000,2883000000,15663000000,21233000000,36896000000,1420000000,0,1208000000,42407000000,0,59352000000,1546000000,5308000000,0,0,10385000000,17239000000,35002000000,0,1067000000,14490000000,50559000000,0,0,67798000000,0,18000000,3368000000,-2480000000,-9352000000,-8446000000,-8446000000,59352000000,0,59352000000,2192000000,40310000000,33021000000,424000000,421000000,-1126000000,-591000000,190000000,-294000000,6256000000,13427000000,-638000000,-736000000,-1792000000,2160000000,0,-1006000000,-6035000000,0,-12014000000,-5580000000,9233000000,-14396000000,-39000000,-2014000000,7289000000,9303000000,13427000000,-638000000,12789000000,-13.842748443843412,-13.842748443843412,3.5696227324734053,20.558440892685326,6.083395245170877,9.141907370138513,8.707518683004501,8.707518683004501,6.586292022734827,3.5696227324734053,0.04772663278585361,18.04294264220234,-13.842748443843412,79.06,83.99,163120987198.0,-0.09428516451799115,-0.1423035449521499,-8.027231825716315,1.14230354495215,3.7040059347181007,0.7643574634384637,0.1948829114890239,-67.33364906464598,0.09581816956463135,1.095111508408738,0.0151,0.0313,9.05710928720585,7.269223294506329,Healthcare
2017,ABBV,,1551152,,,2017,,28216000000,7040000000,21176000000,0.7504961723844628,5309000000,6275000000,0,6275000000,0,11584000000,18624000000,146000000.0,1150000000,1501000000,10378000000,0.3678055004252906,9592000000,0.33994896512616957,-1865000000,7727000000,0.27385171533881486,2418000000,5309000000,0.1881556563651829,3.334525,3.3,1592131025,1603000000,,,Drug Manufacturers—General,,9303000000,486000000,9789000000,5088000000,1605000000,4741000000,21223000000,2803000000,15785000000,27559000000,43344000000,2090000000,0,1326000000,49563000000,0,70786000000,1474000000,6415000000,0,0,8752000000,16641000000,30953000000,0,2490000000,15605000000,49048000000,0,0,65689000000,0,18000000,5459000000,-2727000000,2347000000,5097000000,5097000000,70786000000,0,70786000000,2576000000,37368000000,28065000000,1242000000,365000000,9000000,-391000000,425000000,4582000000,1534000000,9960000000,-529000000,-308000000,-2230000000,2793000000,0,-274000000,-25000000,0,-1410000000,-4107000000,30000000,-5512000000,29000000,4203000000,9303000000,5100000000,9960000000,-529000000,9431000000,36.19700586192785,36.19700586192785,6.5387063679559905,34.75158012398686,5.54559748427673,19.56273341938779,18.523708722715483,18.523708722715483,11.986366742455118,6.5387063679559905,0.022260628460687274,20.48189813820064,36.19700586192785,,,,,0.07200576385160908,12.887777123798312,0.9279942361483909,6.592173913043478,0.7504961723844628,0.33994896512616957,104.15930939768492,0.07500070635436386,,0.025699999999999997,0.034199999999999994,,,Healthcare
2016,ABBV,,1551152,,,2016,,25638000000,5833000000,19805000000,0.7724861533660972,4566000000,5855000000,0,5855000000,0,10421000000,16254000000,82000000.0,1047000000,1189000000,10120000000,0.39472657773617287,9384000000,0.36601919026445123,-1500000000,7884000000,0.30751228644980105,1931000000,5953000000,0.23219439893907481,3.738118,3.63,1592512724,1631000000,,,Drug Manufacturers—General,,5100000000,1323000000,6423000000,4758000000,1444000000,3562000000,16187000000,2604000000,15416000000,28897000000,44313000000,1783000000,0,1212000000,49912000000,0,66099000000,1407000000,402000000,0,0,7972000000,9781000000,36440000000,0,6890000000,8352000000,51682000000,0,0,61463000000,0,18000000,4378000000,-2586000000,2826000000,4636000000,4636000000,66099000000,0,66099000000,3106000000,36842000000,31742000000,0,353000000,-1689000000,-71000000,-1187000000,6406000000,1235000000,7041000000,-479000000,-2757000000,-5315000000,2359000000,118000000,-6074000000,-6010000000,0,-6033000000,-3717000000,11832000000,-3928000000,-338000000,-3299000000,5100000000,8399000000,7041000000,-479000000,6562000000,20.75831414777261,20.75831414777261,3.7536291594146896,16.165890204783103,5.388398486759143,14.665581284528166,13.667880185921577,13.667880185921577,5.577206639060671,3.7536291594146896,0.03862398268328404,12.646002409987531,20.75831414777261,,,,,0.07013721841480204,13.257765314926662,0.929862781585198,7.451766953199618,0.7724861533660972,0.36601919026445123,128.4081104400345,0.09006187688164723,,0.0165,0.025,,,Healthcare
2015,ABBV,,1551152,,,2015,,22859000000,4500000000,18359000000,0.803140994794173,4435000000,6387000000,0,6387000000,0,10822000000,15322000000,33000000.0,719000000,836000000,8200000000,0.35872085393061814,7537000000,0.32971696049695964,-892000000,6645000000,0.29069513102060457,1501000000,5144000000,0.22503171617306095,3.195244,3.13,1609892935,1637000000,,,Drug Manufacturers—General,,8399000000,8000000,8407000000,4730000000,1719000000,1458000000,16314000000,2565000000,13168000000,19709000000,32877000000,145000000,0,1149000000,36736000000,0,53050000000,1597000000,2431000000,0,0,6866000000,10894000000,29240000000,0,5276000000,3695000000,38211000000,0,0,49105000000,0,17000000,2248000000,-2561000000,4241000000,3945000000,3945000000,53050000000,0,53050000000,153000000,31671000000,23272000000,0,282000000,504000000,0,1503000000,5420000000,769000000,7535000000,-532000000,-12452000000,-851000000,880000000,19000000,-12936000000,-4018000000,0,-7567000000,-3294000000,20631000000,5752000000,-300000000,51000000,8399000000,8348000000,7535000000,-532000000,7003000000,22.403833852050546,22.403833852050546,3.8664475500389086,17.181789375260383,4.83276955602537,12.6207517558674,11.72967810833967,11.72967810833967,5.9923833028357345,3.8664475500389086,0.03726955815273255,13.616478603212123,22.403833852050546,,,,,0.07436380772855797,12.447401774397973,0.925636192271442,9.196105702364395,0.803140994794173,0.32971696049695964,130.39290240811155,0.09696512723845428,,0.0084,0.0153,,,Healthcare
2014,ABBV,,1551152,,,2014,,19960000000,4426000000,15534000000,0.7782565130260521,3649000000,7724000000,0,7724000000,750000000,12123000000,16549000000,38000000.0,429000000,786000000,3584000000,0.17955911823647294,3411000000,0.17089178356713428,-1042000000,2369000000,0.118687374749499,595000000,1774000000,0.08887775551102205,1.114749,1.1,1591389331,1610000000,,,Drug Manufacturers—General,,8348000000,26000000,8374000000,4291000000,1124000000,2299000000,16088000000,2485000000,5862000000,1513000000,7375000000,92000000,0,1507000000,11459000000,0,27547000000,881000000,4446000000,0,0,6073000000,11400000000,10565000000,0,630000000,3210000000,14405000000,0,0,25805000000,0,16000000,535000000,-2031000000,3222000000,1742000000,1742000000,27547000000,0,27547000000,118000000,15011000000,6663000000,0,241000000,-788000000,0,-193000000,4688000000,1536000000,3549000000,-612000000,-622000000,-1169000000,1477000000,0,-926000000,0,0,-652000000,-2661000000,20000000,-3293000000,-577000000,-1247000000,8348000000,9595000000,3549000000,-612000000,2937000000,55.13222947116303,55.13222947116303,4.811640467874048,54.137736042145434,4.651596364483804,32.70015108572217,27.061240839325446,27.061240839325446,18.664258133007888,4.811640467874048,0.027707106164030798,28.656066891396765,55.13222947116303,,,,,0.0632373761208117,14.813432835820896,0.9367626238791883,5.433566433566433,0.7782565130260521,0.17089178356713428,101.83696900114812,0.06439902711729045,,0.0063,0.0205,,,Healthcare
2013,ABBV,,1551152,,,2013,,18790000000,4581000000,14209000000,0.7562001064395956,3193000000,5352000000,0,5352000000,0,8545000000,13126000000,21000000.0,299000000,897000000,6528000000,0.3474188398084087,5664000000,0.30143693453964876,-332000000,5332000000,0.2837679616817456,1204000000,4128000000,0.21969132517296433,2.600543,2.56,1587360562,1604000000,,,Drug Manufacturers—General,,9595000000,300000000,9895000000,4803000000,1150000000,2000000000,17848000000,2298000000,6277000000,1890000000,8167000000,118000000,0,767000000,11350000000,0,29198000000,933000000,431000000,0,0,5515000000,6879000000,14292000000,0,570000000,2965000000,17827000000,0,0,24706000000,0,16000000,1567000000,-442000000,3351000000,4492000000,4492000000,29198000000,0,29198000000,418000000,14723000000,5128000000,0,212000000,658000000,0,-426000000,10969000000,372000000,6267000000,-491000000,-405000000,-930000000,2705000000,0,879000000,0,0,-320000000,-2555000000,-567000000,-3442000000,-10000000,3694000000,9595000000,5901000000,6267000000,-491000000,5776000000,17.071547411514867,17.071547411514867,4.081180999069972,18.576887347995346,3.9121382469290027,13.276556608816618,12.236379603083577,12.236379603083577,6.388262205572916,4.081180999069972,0.03331794971111796,12.532688568095095,17.071547411514867,,,,,0.15384615384615385,5.5,0.8461538461538461,17.762541806020067,0.7562001064395956,0.30143693453964876,91.8967052537845,0.14137954654428386,,0.002,0.0089,,,Healthcare
2018,ACN,,1467373,,,2018,,41603428000,29160515000,12442913000,0.2990838399181914,0,2403315000,4198557000,6601872000,0,6601872000,35762387000,56337000.0,19539000,926776000,6599721000,0.15863406736579494,5841041000,0.14039807008210958,-32948000,5808093000,0.1396061161113935,1593499000,4059907000,0.0975858768176507,6.46,6.34,628451742,655296150,,,Information Technology Services,,5061360000,3192000,5064552000,7496368000,0,1024639000,13585559000,1264020000,5383012000,687110000,6070122000,215532000,2086807000,1227043000,10863524000,0,24449083000,1348802000,5337000,497885000,2837682000,5462045000,10151751000,19676000,618124000,125729000,2809215000,3572744000,0,0,13724495000,0,72000,7952413000,-1576171000,3988439000,10364753000,10364753000,24089248000,0,24089248000,218724000,25013000,-5036347000,94000000,976908000,-193196000,-476041000,-167971000,176853000,7609000,6026691000,-619187000,-637349000,0,0,6932000,-1249604000,0,753146000,-2639094000,-1708724000,-114356000,-3709028000,-133559000,934500000,5061360000,4126860000,6026691000,-619187000,5407504000,10.319829574346787,10.319829574346787,2.609316236468807,26.34604303502509,5.468319324771676,19.780380105164898,17.74812820836502,17.74812820836502,3.241530643422489,2.609316236468807,0.015622972925352745,15.878337598344396,10.319829574346787,170.2,178.25,88871269633.0,0.2743583823468391,0.42393217774261716,1.3241507057621151,0.5613500923531569,294.37309995393827,0.2990838399181914,0.14039807008210958,39.17032079780387,0.16605559398689923,1.0650768747206447,0.0151,0.022,8.809122269755749,8.806648113824863,Technology
2017,ACN,,1467373,,,2017,,36765478000,25734986000,11030492000,0.3000230814352529,0,2643570000,3754313000,6397883000,0,6397883000,32132869000,37940000.0,15545000,801789000,5243583000,0.14262246230009576,4632609000,0.12600431850770444,-16577000,4616032000,0.12555343357700938,981100000,3445149000,0.093706084822289,5.56,5.44,620104250,660463227,,,Information Technology Services,,4126860000,3011000,4129871000,6885257000,0,1082161000,12097289000,1140598000,5002352000,710382000,5712734000,211610000,2214901000,1312758000,10592601000,0,22689890000,1525065000,2907000,1091876000,2669520000,4534911000,9824279000,22163000,663248000,137098000,2332902000,3155411000,0,0,12979690000,0,71000,7081855000,-1094784000,2962335000,8949477000,8949477000,21929167000,0,21929167000,214621000,25070000,-4101790000,-364133000,795235000,-444067000,-169714000,173712000,-38954000,549283000,4973039000,-515919000,-1728223000,0,0,10263000,-2233879000,0,676045000,-2649051000,-1567578000,-19651000,-3560235000,42326000,-778749000,4126860000,4905609000,4973039000,-515919000,4457120000,9.358925172304595,9.358925172304595,2.3152238630858073,24.311716437884403,5.254247009225654,18.791839926737673,16.84231424170633,16.84231424170633,2.951502325724632,2.3152238630858073,0.017893732001675162,15.19976752046473,9.358925172304595,,,,,0.3944257552592807,1.4503294438323044,0.5720472862583291,294.50575747828884,0.3000230814352529,0.12600431850770444,38.495534431788585,0.15183630242367857,,0.025699999999999997,0.0326,,,Technology
2016,ACN,,1467373,,,2016,,34797661000,24520234000,10277427000,0.2953482132031805,0,1886543000,3580439000,5466982000,0,5466982000,29987216000,30484000.0,16258000,729052000,6111171000,0.1756201659646032,4810445000,0.13824046966834927,793127000,5603572000,0.16103300736219023,1253969000,4111892000,0.11816575832496327,6.58,6.45,624797820,667770274,,,Information Technology Services,,4905609000,2875000,4908484000,6222399000,0,845339000,11976222000,956542000,3609437000,510151000,4119588000,198633000,2077312000,1280707000,8632782000,0,20609004000,1280821000,2773000,721322000,2364728000,4509280000,8878924000,24457000,754812000,111020000,2650415000,3540704000,0,0,12419628000,0,72000,7879960000,-1661720000,1336950000,7555262000,7555262000,19974890000,0,19974890000,201508000,27230000,-4878379000,65940000,758176000,-425127000,-177156000,72626000,302738000,-902529000,4575115000,-496566000,-118004000,0,0,4220000,-610350000,0,591357000,-2604989000,-1438138000,54837000,-3396933000,-22989000,544843000,4905609000,4360766000,4575115000,-496566000,4078549000,10.103097489506508,10.103097489506508,2.1935827395055068,18.563607347849583,5.59232235027037,18.301267455085462,16.354190458234545,16.354190458234545,2.2707257222227253,2.1935827395055068,0.017976564424017922,11.699664032435669,10.103097489506508,,,,,0.3666000550050842,1.6438381620650615,0.602631160632508,342.7905031369172,0.2953482132031805,0.13824046966834927,54.424214540806126,0.1995192004426803,,0.0165,0.0234,,,Technology
2015,ACN,,1467373,,,2015,,32914424000,23105185000,9809239000,0.2980225022318483,0,1868325000,3505045000,5373370000,0,5373370000,28478555000,33991000.0,14578000,645923000,4850823000,0.14737681570851732,4435869000,0.13476975930066404,-25339000,4410530000,0.13399991444480389,1136741000,3053581000,0.09277333852173746,4.87,4.76,626799586,678757070,,,Information Technology Services,,4360766000,2448000,4363214000,5725424000,0,1490756000,11579394000,801884000,2929833000,464907000,3394740000,45027000,1274019000,1170994000,6686664000,0,18266058000,1151464000,1848000,836177000,2251617000,4291093000,8532199000,25587000,524455000,113590000,2422656000,3086288000,0,0,11618487000,0,76000,13470008000,-1411972000,-5924387000,6133725000,6133725000,17752212000,0,17752212000,47475000,27435000,-4333331000,-459109000,680329000,189081000,-158990000,113548000,182836000,-237876000,4092137000,-395017000,-791704000,0,10553000,5784000,-1170384000,0,554149000,-2452989000,-1353471000,50015000,-3202296000,-279996000,-560539000,4360766000,4921305000,4092137000,-395017000,3697120000,10.041097153302296,10.041097153302296,1.871195699388181,20.169541478231338,5.748818602779462,16.658731292638358,15.050651685571408,15.050651685571408,2.4750702299671605,1.871195699388181,0.020730652992382952,11.81282694434308,10.041097153302296,,,,,0.33579905418016304,1.8941975716224644,0.6360697529811851,300.21532446151735,0.2980225022318483,0.13476975930066404,49.783467631822425,0.1671724134457473,,0.0084,0.0153,,,Technology
