date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2014,AES,,874761,,,2014,,17146000000,14058000000,3088000000,0.1801003149422606,0,187000000,0,187000000,0,187000000,14245000000,365000000.0,1471000000,1245000000,3904000000,0.22769158987518956,2901000000,0.16919398110346437,-1325000000,1576000000,0.09191648197830397,419000000,769000000,0.04485011081301761,1.07,1.06,718691589,725471698,,,Utilities—Diversified,,1539000000,709000000,2248000000,2709000000,702000000,2167000000,7826000000,25151000000,1458000000,281000000,1739000000,537000000,662000000,3051000000,31140000000,0,38966000000,2278000000,2133000000,0,0,2586000000,6997000000,18725000000,0,1277000000,4642000000,24644000000,0,0,31641000000,0,8000000,512000000,-3286000000,7038000000,4272000000,4272000000,35913000000,0,35913000000,1246000000,20858000000,19319000000,47000000,0,-1022000000,-520000000,-85000000,-723000000,752000000,1791000000,0,1075000000,-4623000000,4503000000,-1611000000,-656000000,-6432000000,0,-308000000,-144000000,5622000000,-1262000000,-51000000,-103000000,1539000000,1642000000,1791000000,-2016000000,-225000000,2.0558079197536228,2.0558079197536228,0.5122134278075048,11.420561031453156,6.329272794389073,-39.032939703055455,4.9036356410873685,4.9036356410873685,178.4317642384032,0.5122134278075048,0.016396407876752915,7.198107436779579,2.0558079197536228,,,,,0.10963403993224863,7.406601123595506,0.8120156033465072,0.82324949014276,0.1801003149422606,0.16919398110346437,18.000936329588015,0.019735153723759176,,0.0063,0.122,,,Utilities
2013,AES,,874761,,,2013,,15891000000,12644000000,3247000000,0.2043294946825247,0,220000000,0,220000000,0,220000000,12864000000,275000000.0,1482000000,1294000000,3233000000,0.20344849285759234,3027000000,0.1904851802907306,-1979000000,1048000000,0.06594927946636461,343000000,114000000,0.007173872003020577,0.15,0.15,743000000,748000000,,,Utilities—Diversified,,1642000000,668000000,2310000000,2363000000,684000000,2382000000,7739000000,25112000000,1622000000,297000000,1919000000,1010000000,666000000,3965000000,32672000000,0,40411000000,2259000000,2180000000,0,0,3214000000,7653000000,18869000000,0,1119000000,5119000000,25107000000,0,0,32760000000,0,8000000,-150000000,-2882000000,7354000000,4330000000,4330000000,37090000000,0,37090000000,1678000000,21049000000,19407000000,-158000000,0,-76000000,146000000,-725000000,-103000000,1541000000,2715000000,0,156000000,-4443000000,4361000000,-1848000000,-1774000000,-4622000000,0,-322000000,-119000000,3927000000,-1136000000,-59000000,-258000000,1642000000,1900000000,2715000000,-1988000000,727000000,2.3937297578290995,2.3937297578290995,0.6522465453023725,90.9197355385965,6.724925941599661,14.257014926272351,3.8176242546593,3.8176242546593,1468.5513805473304,0.6522465453023725,0.011481111806354477,9.20873796826477,2.3937297578290995,,,,,0.10714904357724382,7.565819861431871,0.8106703620301403,0.5215924426450742,0.2043294946825247,0.1904851802907306,2.632794457274827,0.002821014080324664,,0.002,0.177,,,Utilities
2018,AFL,,4977,,,2018,,21689000000,0,0,0.0,0,0,0,0,0,0,17706000000,0.0,222000000,0,4205000000,0.1938770805477431,0,0.0,0,3983000000,0.1836414772465305,1063000000,2920000000,0.1346304578357693,3.79,3.77,769588000,774650000,,,Insurance—Life,,4337000000,82895000000,87232000000,851000000,0,0,0,443000000,0,0,0,114200000000,0,0,0,140406000000,140406000000,0,0,4020000000,0,0,0,5778000000,0,0,0,0,116944000000,13000000,116944000000,0,135000000,31788000000,2151000000,-10612000000,23462000000,23462000000,140406000000,0,140406000000,197095000000,5778000000,1441000000,0,0,2352000000,0,0,0,742000000,6014000000,0,0,-10181000000,9987000000,-3388000000,-3582000000,-550000000,58000000,-1301000000,-793000000,970000000,-1616000000,30000000,846000000,4337000000,3491000000,6014000000,0,6014000000,1.554133504669116,1.554133504669116,1.6811784907808935,12.487356262516029,25.486486486486488,6.063032970825873,6.063032970825874,6.063032970825874,2.0113268169437393,1.6811784907808935,0.021748025503280928,9.014050008691273,1.554133504669116,47.38,53.02,28031062858.0,0.26688425809691185,0.1671011210347136,4.984400306879209,0.8328988789652864,17.94144144144144,0.0,0.0,12.445656806751343,0.020796832044214633,0.8459314077291665,0.0151,0.022,6.999703473066024,5.806204082201372,Financial Services
2017,AFL,,4977,,,2017,,21600000000,0,0,0.0,0,0,0,0,0,0,17582000000,0.0,240000000,0,4258000000,0.19712962962962963,0,0.0,0,4018000000,0.18601851851851853,-586000000,4604000000,0.21314814814814814,5.52,5.48,792042000,797860000,,,Insurance—Life,,3491000000,85336000000,88827000000,827000000,0,0,0,434000000,0,0,0,116766000000,0,0,0,137217000000,137217000000,0,0,4745000000,0,0,0,5289000000,0,0,0,0,112619000000,22000000,112619000000,0,67000000,29895000000,4028000000,-9392000000,24598000000,24598000000,137217000000,0,137217000000,202102000000,5289000000,1798000000,0,0,1559000000,0,0,0,-35000000,6128000000,0,0,-12952000000,7794000000,-273000000,-5431000000,-1161000000,33000000,-1351000000,-661000000,1075000000,-2065000000,0,-1368000000,3491000000,4859000000,6128000000,0,6128000000,1.4259525088052525,1.4259525088052525,1.6238694357218335,7.618501262291834,26.11850060459492,5.7238217708210835,5.723821770821084,5.723821770821084,1.2629076971092819,1.6238694357218335,0.018845019912730167,8.659835559321653,1.4259525088052525,,,,,0.17926350233571642,4.578380356126514,0.8207364976642836,16.741666666666667,0.0,0.0,18.71696885925685,0.03355269390818922,,0.025699999999999997,0.0326,,,Financial Services
2016,AFL,,4977,,,2016,,22380000000,0,0,0.0,0,0,0,0,0,0,18313000000,0.0,268000000,0,4335000000,0.19369973190348524,0,0.0,0,4067000000,0.18172475424486148,1408000000,2659000000,0.11881143878462913,3.23,3.21,822942000,827842000,,,Insurance—Life,,4859000000,76702000000,81561000000,669000000,0,0,0,433000000,0,0,0,110052000000,0,0,0,129819000000,129819000000,0,0,5387000000,0,0,0,5360000000,0,0,0,0,109337000000,21000000,109337000000,0,67000000,25981000000,2630000000,-8196000000,20482000000,20482000000,129819000000,0,129819000000,186754000000,5360000000,501000000,0,0,2974000000,0,0,0,354000000,5987000000,0,0,-13087000000,9724000000,-492000000,-3855000000,-610000000,46000000,-1422000000,-658000000,1025000000,-1619000000,-4000000,509000000,4859000000,4350000000,5987000000,0,5987000000,1.4132889459841032,1.4132889459841032,1.2934309290279893,10.886417522243852,33.45291479820628,4.834973140411959,4.834973140411959,4.834973140411959,1.875029344619171,1.2934309290279893,0.022731210810896407,6.793075938096055,1.4132889459841032,,,,,0.15777351543302598,5.338199394590372,0.842226484566974,15.175373134328359,0.0,0.0,12.982130651303583,0.020482363906670055,,0.0165,0.0234,,,Financial Services
2015,AFL,,4977,,,2015,,20845000000,0,0,0.0,0,0,0,0,0,0,16983000000,0.0,289000000,0,4151000000,0.19913648356920124,0,0.0,0,3862000000,0.18527224754137683,1329000000,2533000000,0.12151595106740226,2.94,2.925,861308000,866344000,,,Insurance—Life,,4350000000,67794000000,72144000000,705000000,0,0,0,427000000,0,0,0,101253000000,0,0,0,118296000000,118296000000,0,0,4340000000,0,0,0,5011000000,0,0,0,0,100588000000,20000000,100588000000,0,67000000,24007000000,625000000,-6991000000,17708000000,17708000000,118296000000,0,118296000000,169047000000,5011000000,661000000,0,0,3394000000,0,0,0,849000000,6776000000,0,-40000000,-9150000000,5770000000,-1477000000,-4897000000,-1272000000,36000000,-1315000000,-656000000,1020000000,-2187000000,0,-308000000,4350000000,4658000000,6776000000,0,6776000000,1.4095722503583692,1.4095722503583692,1.1974432914054212,9.854206636141335,29.56737588652482,3.683693242229339,3.6836932422293387,3.6836932422293387,1.7763723334787822,1.1974432914054212,0.026281308530422175,6.172417588375332,1.4095722503583692,,,,,0.14969229728815853,5.680370454032076,0.8503077027118415,13.363321799307958,0.0,0.0,14.304269256833068,0.02141238926083722,,0.0084,0.0153,,,Financial Services
2014,AFL,,4977,,,2014,,22606000000,0,0,0.0,0,0,0,0,0,0,18115000000,0.0,317000000,0,4808000000,0.21268689728390694,0,0.0,0,4491000000,0.19866407148544635,1540000000,2951000000,0.13054056445191542,3.27,3.25,902408000,908000000,,,Insurance—Life,,4658000000,68270000000,72928000000,842000000,0,0,0,429000000,0,0,0,102512000000,0,0,0,119767000000,119767000000,0,300000000,5293000000,0,0,0,4982000000,0,0,0,0,101420000000,14000000,101420000000,0,67000000,22156000000,1979000000,-5855000000,18347000000,18347000000,119767000000,0,119767000000,170782000000,5282000000,624000000,0,0,3505000000,0,0,0,94000000,6550000000,0,0,-14911000000,13857000000,-3187000000,-4241000000,-335000000,33000000,-1210000000,-654000000,2019000000,-147000000,-47000000,2115000000,4658000000,2543000000,6550000000,0,6550000000,1.4037567521756797,1.4037567521756797,1.139287142005096,8.727456839094273,26.847980997624703,3.9320191041476638,3.932019104147664,3.932019104147664,1.6483312832259072,1.139287142005096,0.025393398556724085,5.486423696374209,1.4037567521756797,,,,,0.15318910885302295,5.527879217310732,0.846810891146977,14.167192429022082,0.0,0.0,16.084373467051837,0.024639508378768778,,0.0063,0.0132,,,Financial Services
2013,AFL,,4977,,,2013,,23827000000,0,0,0.0,0,0,0,0,0,0,19011000000,0.0,293000000,0,5109000000,0.214420615268393,0,0.0,0,4816000000,0.20212364124732446,1658000000,3158000000,0.1325387165820288,3.4,3.38,929004000,934816000,,,Insurance—Life,,2543000000,61038000000,63581000000,1165000000,0,0,0,481000000,0,0,0,105453000000,0,0,0,121307000000,121307000000,0,0,3718000000,0,0,0,4897000000,0,0,0,0,106687000000,6000000,106687000000,0,67000000,19885000000,-563000000,-4769000000,14620000000,14620000000,121307000000,0,121307000000,166491000000,4897000000,2354000000,0,0,7387000000,0,0,0,2000000,10547000000,0,0,-31347000000,19573000000,683000000,-11091000000,0,88000000,-813000000,-635000000,2496000000,1136000000,-90000000,502000000,2543000000,2041000000,10547000000,0,10547000000,2.00797036741461,2.00797036741461,1.2320697851849414,9.295923613553388,20.45236051502146,2.7834006610032804,2.7834006610032804,2.7834006610032804,1.8074403977994038,1.2320697851849414,0.021630624254033864,6.206797175886005,2.00797036741461,,,,,0.12052066245146612,7.297332421340629,0.8794793375485339,16.436860068259385,0.0,0.0,21.600547195622436,0.026033122573305745,,0.002,0.0089,,,Financial Services
2018,A,,1090872,,,2018,,4914000000,2227000000,2687000000,0.5468050468050468,385000000,1374000000,0,1374000000,0,1759000000,3986000000,38000000.0,75000000,210000000,1231000000,0.2505087505087505,928000000,0.18884818884818885,18000000,946000000,0.1925111925111925,630000000,316000000,0.06430606430606431,0.98,0.97,321000000,325000000,,,Diagnostics & Research,,2247000000,0,2247000000,776000000,638000000,187000000,3848000000,822000000,2973000000,491000000,3464000000,68000000,0,339000000,4693000000,0,8541000000,340000000,0,0,324000000,507000000,1171000000,1799000000,0,0,1000000000,2799000000,0,0,3970000000,0,3000000,-336000000,-408000000,5308000000,4567000000,4567000000,8537000000,0,8537000000,0,1799000000,-448000000,-16000000,70000000,471000000,-65000000,40000000,579000000,36000000,1087000000,-177000000,-516000000,-11000000,0,0,-704000000,-693000000,0,-422000000,-191000000,509000000,-797000000,-17000000,-431000000,2247000000,2678000000,1087000000,-177000000,910000000,5.085252795817823,5.085252795817823,4.726159853174603,73.49477695727848,6.332474226804123,25.52126320714286,21.365546935142593,21.365546935142593,32.811993606796094,4.726159853174603,0.008224127002905018,18.502314799756295,5.085252795817823,,,19958716072.0,0.6659619450317125,0.5347149045779183,0.8692796146266696,0.4648167661866292,12.106666666666667,0.5468050468050468,0.18884818884818885,6.919202977884827,0.036998009600749324,1.2156962892277003,0.0151,0.022,10.052741877758253,9.222155523007352,Healthcare
2017,A,,1090872,,,2017,,4472000000,2063000000,2409000000,0.5386851520572451,339000000,1229000000,0,1229000000,0,1568000000,3631000000,22000000.0,79000000,212000000,1094000000,0.24463327370304114,841000000,0.18805903398926654,-38000000,803000000,0.17956171735241502,119000000,684000000,0.15295169946332737,2.12,2.1,322000000,326000000,,,Diagnostics & Research,,2678000000,0,2678000000,724000000,575000000,192000000,4169000000,757000000,2607000000,361000000,2968000000,138000000,0,394000000,4257000000,0,8426000000,305000000,210000000,0,291000000,457000000,1263000000,1801000000,0,0,527000000,2328000000,0,0,3591000000,0,3000000,-126000000,-346000000,5300000000,4831000000,4831000000,8422000000,0,8422000000,0,2011000000,-667000000,102000000,60000000,-200000000,-81000000,2000000,-60000000,31000000,889000000,-176000000,-126000000,-1000000,0,-2000000,-305000000,-290000000,0,-194000000,-170000000,452000000,-202000000,7000000,389000000,2678000000,2289000000,889000000,-176000000,713000000,4.615044364272408,4.615044364272408,4.985527576878354,32.595437607894745,6.176795580110498,31.269676470967745,25.07905435748032,25.07905435748032,14.59767859491253,4.985527576878354,0.007624932503919186,19.769907974223038,4.615044364272408,,,,,0.5733444101590316,0.7433243634858208,0.42618086873961547,9.886075949367088,0.5386851520572451,0.18805903398926654,14.158559304491824,0.08117730833135534,,0.025699999999999997,0.0326,,,Healthcare
2016,A,,1090872,,,2016,,4202000000,2005000000,2197000000,0.52284626368396,329000000,1253000000,0,1253000000,0,1582000000,3587000000,11000000.0,72000000,246000000,862000000,0.205140409328891,615000000,0.14635887672536887,-71000000,544000000,0.12946216087577345,82000000,462000000,0.1099476439790576,1.41,1.4,326000000,329000000,,,Diagnostics & Research,,2289000000,0,2289000000,631000000,533000000,182000000,3635000000,639000000,2517000000,408000000,2925000000,135000000,0,468000000,4167000000,0,7802000000,257000000,0,0,269000000,419000000,945000000,1912000000,0,0,699000000,2611000000,0,0,3556000000,0,6000000,6089000000,-503000000,-1349000000,4243000000,4243000000,7799000000,0,7799000000,0,1912000000,-377000000,3000000,58000000,-30000000,-33000000,-15000000,25000000,54000000,793000000,-139000000,-264000000,-80000000,1000000,244000000,-238000000,-292000000,0,-434000000,-150000000,608000000,-268000000,-1000000,286000000,2289000000,2003000000,793000000,-139000000,654000000,3.379090227904784,3.379090227904784,3.412060884578772,31.033506140692637,6.659270998415214,21.92275204434251,18.080050235813367,18.080050235813367,14.070824759201392,3.412060884578772,0.010462089691167529,16.19545224709977,3.379090227904784,,,,,0.5438349141245834,0.8380862597218949,0.45578056908485004,7.402777777777778,0.52284626368396,0.14635887672536887,10.888522271977374,0.059215585747244295,,0.0165,0.025,,,Healthcare
2015,A,,1090872,,,2015,,4038000000,1997000000,2041000000,0.5054482417038137,330000000,1189000000,0,1189000000,0,1519000000,3516000000,7000000.0,66000000,253000000,762000000,0.1887072808320951,522000000,0.12927191679049035,-42000000,480000000,0.1188707280832095,42000000,401000000,0.0993065874195146,1.2,1.19,333000000,335000000,,,Diagnostics & Research,,2003000000,0,2003000000,606000000,541000000,536000000,3686000000,604000000,2366000000,445000000,2811000000,86000000,0,292000000,3793000000,0,7479000000,279000000,0,0,258000000,439000000,976000000,1655000000,0,0,678000000,2333000000,0,0,3309000000,0,6000000,5581000000,-391000000,-1029000000,4167000000,4167000000,7476000000,0,7476000000,0,1655000000,-348000000,70000000,54000000,-328000000,-24000000,-26000000,-254000000,41000000,491000000,-98000000,-72000000,0,0,-230000000,-400000000,0,0,-267000000,-133000000,-668000000,-1068000000,-48000000,-215000000,2003000000,2218000000,491000000,-98000000,393000000,3.3419870170626345,3.3419870170626345,3.448751832615156,34.72832892793017,6.663366336633663,35.435266921374044,28.362647454378816,28.362647454378816,16.08419128372844,3.448751832615156,0.009550440035019881,17.81897624685039,3.3419870170626345,,,,,0.5571600481347774,0.7940964722822175,0.4424388287204172,7.166666666666667,0.5054482417038137,0.12927191679049035,9.623230141588673,0.053616793688995856,,0.0084,0.0169,,,Healthcare
2014,A,,1090872,,,2014,,6981000000,3388000000,3593000000,0.5146827102134365,719000000,2043000000,0,2043000000,0,2762000000,6150000000,9000000.0,113000000,384000000,1143000000,0.16373012462397937,831000000,0.11903738719381178,-185000000,646000000,0.09253688583297522,142000000,504000000,0.07219596046411689,1.49,1.47,333000000,338000000,,,Diagnostics & Research,,3028000000,0,3028000000,983000000,1072000000,417000000,5500000000,1101000000,2899000000,667000000,3566000000,159000000,0,505000000,5331000000,0,10831000000,475000000,0,0,435000000,792000000,1702000000,2762000000,0,0,1066000000,3828000000,0,0,5530000000,0,6000000,6466000000,-334000000,-840000000,5298000000,5298000000,10828000000,0,10828000000,0,2762000000,-266000000,-132000000,96000000,-219000000,-119000000,50000000,-51000000,78000000,711000000,-205000000,-36000000,0,1000000,10000000,-230000000,-1087000000,0,-200000000,-176000000,1366000000,-97000000,-31000000,353000000,3028000000,2675000000,711000000,-205000000,506000000,2.6863760977916193,2.6863760977916193,2.0387366517834122,28.238929694642856,7.101729399796541,28.12731337173913,20.017469150632913,20.017469150632913,13.078669802943075,2.0387366517834122,0.012366132604260718,12.219090609011374,2.6863760977916193,,,,,0.48915150955590436,1.0437901094752737,0.5105715077093528,5.6371681415929205,0.5146827102134365,0.11903738719381178,9.513023782559456,0.04653309943680177,,0.0063,0.0186,,,Healthcare
2013,A,,1090872,,,2013,,6782000000,3247000000,3535000000,0.5212326747272191,704000000,1880000000,0,1880000000,0,2584000000,5831000000,7000000.0,107000000,372000000,1338000000,0.19728693600707756,951000000,0.1402241226776762,-92000000,859000000,0.12665880271306398,135000000,724000000,0.10675317015629608,2.12,2.1,341000000,345000000,,,Diagnostics & Research,,2675000000,0,2675000000,899000000,1066000000,343000000,4983000000,1134000000,3047000000,916000000,3963000000,139000000,0,467000000,5703000000,0,10686000000,432000000,0,0,439000000,731000000,1602000000,2699000000,0,0,1096000000,3795000000,0,0,5397000000,0,6000000,6073000000,91000000,-884000000,5286000000,5286000000,10683000000,0,10683000000,0,2699000000,24000000,31000000,85000000,-114000000,14000000,-27000000,-1000000,54000000,1152000000,-195000000,-42000000,-25000000,12000000,2000000,-248000000,-250000000,0,-900000000,-156000000,752000000,-554000000,-26000000,324000000,2675000000,2351000000,1152000000,-195000000,957000000,2.4719614402005297,2.4719614402005297,1.926686548643468,18.04804996256906,7.543937708565072,13.65390613678161,11.34269806675347,11.34269806675347,8.559645392539707,1.926686548643468,0.01193866449320253,9.783847662855008,2.4719614402005297,,,,,0.49466591802358223,1.0209988649262203,0.5050533408197642,7.962616822429907,0.5212326747272191,0.1402241226776762,13.696556942867952,0.06775219913906046,,0.002,0.0105,,,Healthcare
2018,APD,,2969,,,2018,,8930200000,6189500000,2740700000,0.30690242099840986,64500000,760800000,0,760800000,-47200000,778100000,6967600000,0.0,130500000,970700000,3123300000,0.34974580636491903,1965600000,0.2201070524736288,49400000,2015000000,0.22563884347495017,524300000,1497800000,0.1677230073234642,6.83,6.78,219300000,220800000,,,Specialty Chemicals,,2791300000,184700000,2976000000,1515800000,396100000,194300000,5082200000,9923700000,788900000,438500000,1227400000,1277200000,121400000,1546400000,14096100000,0,19178300000,594600000,460900000,59600000,156600000,1066600000,2338300000,3351700000,58200000,775100000,1478700000,5663700000,0,0,8002000000,0,249400000,13409900000,-1741900000,-1059900000,10857500000,10857500000,18859500000,0,18859500000,1461900000,3812600000,1021300000,185200000,38800000,-265400000,-42800000,0,-9000000,157000000,2541900000,-1568400000,-345400000,-530300000,748200000,65400000,-1630500000,-418700000,0,0,-897800000,-43300000,-1359800000,-33900000,-482300000,2791300000,3273600000,2541900000,-1568400000,973500000,3.106051460910891,3.106051460910891,3.7763940042597026,22.515658790786485,5.891410476316136,34.64196583137134,13.267222839938627,13.267222839938627,2.6171007435307554,3.7763940042597026,0.026622026794540538,11.124532941709088,3.106051460910891,,,35544387030.0,0.2601985111662531,0.5661346417565686,0.7370020723002533,0.4172424041755526,15.440613026819923,0.30690242099840986,0.2201070524736288,13.795072530508865,0.07809868445065517,1.0033087899430437,0.0151,0.022,8.29912160596624,7.496743656317901,Basic Materials
2017,APD,,2969,,,2017,,8187600000,5753400000,2434200000,0.29730323904440864,57800000,726100000,0,726100000,-90900000,693000000,6446400000,1500000.0,120600000,865800000,4247700000,0.5187967169866627,1427600000,0.17436122917582686,-11500000,1416100000,0.17295666617812303,260900000,3000400000,0.3664565928965753,13.76,13.65,218000000,219800000,,,Specialty Chemicals,,3273600000,404000000,3677600000,1540100000,335400000,323600000,5876700000,8440200000,721500000,368300000,1089800000,1286900000,174500000,1599100000,12590500000,0,18467200000,659500000,560400000,98600000,438900000,731600000,2489000000,3402400000,39000000,778400000,1572900000,5792700000,0,0,8281700000,0,249400000,12846600000,-1847400000,-1162400000,10086200000,10086200000,18367900000,0,18367900000,1690900000,3962800000,689200000,-38000000,39900000,48000000,-73600000,0,-154000000,-482200000,1567900000,-1039700000,-16300000,-2692600000,2290700000,3790800000,2332900000,-483900000,0,0,-787900000,-699600000,-1971400000,13400000,1942800000,3273600000,1330800000,1567900000,-1039700000,528200000,3.4571096472606135,3.4571096472606135,4.258769276002736,11.621483576923078,5.316278163755601,66.01495517644831,22.239364324382933,22.239364324382933,1.3428120102661956,4.258769276002736,0.022595937815152522,8.371188955010947,3.4571096472606135,,,,,0.5461683417085427,0.821092185362178,0.44845455726910416,11.729684908789386,0.29730323904440864,0.17436122917582686,29.74757589577839,0.162471841968463,,0.025699999999999997,0.0326,,,Basic Materials
2016,APD,,2969,,,2016,,9524400000,6402700000,3121700000,0.32775817899290244,132000000,855700000,0,855700000,-47600000,940100000,7342800000,6200000.0,115500000,925900000,2259000000,0.23718029482172107,2106000000,0.22111629078997103,26200000,2132200000,0.22386712023854521,586500000,631100000,0.0662613917937088,2.92,2.89,216400000,218300000,,,Specialty Chemicals,,1501300000,0,1501300000,1807200000,619900000,388900000,4317300000,8852700000,1150200000,488000000,1638200000,1288100000,192700000,1766300000,13738000000,0,18055300000,676100000,1307100000,146600000,376100000,777400000,3283300000,4918100000,43800000,767100000,1829600000,7558600000,0,0,10841900000,0,249400000,10475500000,-2388300000,-1257000000,7079600000,7079600000,17921500000,0,17921500000,0,6225200000,4723900000,62900000,37600000,-20100000,-61700000,0,-57400000,105900000,2627500000,-1055800000,0,0,0,-13200000,-1069000000,-485000000,0,0,-721200000,935100000,-271100000,7500000,1294900000,1501300000,206400000,2627500000,-1055800000,1571700000,4.090129877484603,4.090129877484603,3.0402422704464325,45.88255978551735,5.270252324037185,18.423670853623463,11.020545568274024,11.020545568274024,5.262620415320907,3.0402422704464325,0.024906339213536986,14.909421638176184,4.090129877484603,,,,,0.3921064728916163,1.5314283292841404,0.600482960681905,18.406926406926406,0.32775817899290244,0.22111629078997103,8.91434544324538,0.03495372549888399,,0.0165,0.0234,,,Basic Materials
2015,APD,,2969,,,2015,,9894900000,6944100000,2950800000,0.2982142315738411,138800000,962900000,0,962900000,-27900000,1073800000,8017900000,4600000.0,103500000,936400000,2733700000,0.2762736359134504,1699100000,0.17171472172533325,34400000,1733500000,0.17519126014411465,415900000,1277900000,0.12914733852792853,5.95,5.88,214900000,217300000,,,Specialty Chemicals,,206400000,0,206400000,1770400000,657800000,276200000,2910800000,9636900000,1131300000,508300000,1639600000,1265700000,69000000,1916100000,14527300000,0,17438100000,638900000,1929900000,55800000,195300000,828200000,3648100000,3949100000,135100000,903300000,1421400000,6408900000,0,0,10057000000,0,249400000,10580400000,-2125900000,-1454900000,7249000000,7249000000,17306000000,0,17306000000,0,5879000000,5672600000,2900000,45700000,218800000,-29700000,0,-4300000,-43900000,2437800000,-1614800000,-38800000,0,0,53900000,-1599700000,-708700000,0,0,-677500000,440800000,-945400000,-22900000,-130200000,206400000,336600000,2437800000,-1614800000,823000000,3.811403637578977,3.811403637578977,2.7922328642846312,21.620521925667113,5.589075915047447,33.57091733755772,11.33352406629338,11.33352406629338,2.4626332547971925,2.7922328642846312,0.024521456120793386,12.181828645721916,3.811403637578977,,,,,0.41569895802868434,1.3873637743136984,0.5767256753889471,16.704347826086956,0.2982142315738411,0.17171472172533325,17.628638432887296,0.07328206628015667,,0.0084,0.0153,,,Basic Materials
2014,APD,,2969,,,2014,,10439000000,7634600000,2804400000,0.2686464220710796,141400000,1064800000,0,1064800000,-41400000,1164800000,8799400000,9400000.0,125100000,956900000,2439700000,0.2337101254909474,1328200000,0.12723440942619024,26300000,1354500000,0.12975380783599963,366000000,991700000,0.09499952102691829,4.66,4.61,212700000,215200000,,,Specialty Chemicals,,336600000,0,336600000,1909200000,706000000,343000000,3294800000,9532100000,1237300000,615800000,1853100000,1257900000,56600000,1784600000,14484300000,0,17779100000,740600000,1294000000,78000000,172100000,678300000,2963000000,4824500000,57600000,995500000,1417100000,7294700000,0,0,10257700000,0,249400000,9993200000,-1241900000,-1634900000,7365800000,7365800000,17623500000,0,17623500000,0,6118500000,5781900000,125500000,44000000,-246500000,-2700000,0,52900000,320100000,2187100000,-1684200000,2000000,0,0,54000000,-1628200000,-608600000,0,0,-627700000,574900000,-661400000,-11300000,-113800000,336600000,450400000,2187100000,-1684200000,502900000,3.5683161153995497,3.5683161153995497,2.51781807096561,26.50348174126248,5.467735177037502,52.26387520940545,12.01751307338942,12.01751307338942,2.987910407784242,2.51781807096561,0.023881900512043464,13.14317450621388,3.5683161153995497,,,,,0.41429543677688974,1.3926118004833148,0.5769527141418856,10.752198241406875,0.2686464220710796,0.12723440942619024,13.463574900214507,0.05577897643862738,,0.0063,0.0132,,,Basic Materials
