,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
0,UAL,,100517.0,,,2018.0,,41303000000.0,30165000000.0,11138000000.0,0.2696656417209404,0.0,0.0,1558000000.0,1558000000.0,5801000000.0,7359000000.0,37524000000.0,101000000.0,659000000.0,2240000000.0,5557000000.0,0.13454228506403892,3292000000.0,0.07970365348764012,-634000000.0,2658000000.0,0.06435367890952232,529000000.0,2129000000.0,0.051545892550177955,7.887675,7.7,269914769.0,276700000.0,,,Airlines,,1694000000.0,2256000000.0,3950000000.0,1346000000.0,985000000.0,913000000.0,7194000000.0,28329000000.0,4523000000.0,3159000000.0,7682000000.0,966000000.0,0.0,621000000.0,37598000000.0,0.0,44792000000.0,2363000000.0,1379000000.0,0.0,6667000000.0,2803000000.0,13212000000.0,13349000000.0,2719000000.0,814000000.0,4703000000.0,21585000000.0,0.0,1283000000.0,34797000000.0,0.0,3000000.0,6668000000.0,-803000000.0,4127000000.0,9995000000.0,9995000000.0,44792000000.0,0.0,44792000000.0,3222000000.0,14728000000.0,13034000000.0,515000000.0,0.0,711000000.0,-29000000.0,130000000.0,663000000.0,586000000.0,6181000000.0,0.0,-139000000.0,-2552000000.0,2616000000.0,-4488000000.0,-4563000000.0,-1861000000.0,0.0,-1235000000.0,0.0,1686000000.0,-1410000000.0,0.0,208000000.0,1799000000.0,1591000000.0,6181000000.0,-4177000000.0,2004000000.0,2.3621255472166083,2.3621255472166083,0.5716157384313488,11.089452721667449,30.685735512630014,11.781160102010979,3.8196804472464003,3.8196804472464003,-0.423427227288908,0.5716157384313488,0.05124909821298337,6.390038661945295,2.3621255472166083,87.47,93.75,27387496220.0,0.19902182091798346,0.22314252545097338,3.48144072036018,0.7768574745490266,3.880121396054628,0.2696656417209404,0.07970365348764012,21.300650325162582,0.04753080907304876,0.9183428379504429,0.0151,0.0313,7.597583067548619,4.949437530119582,Industrials
1,UAL,,100517.0,,,2017.0,,37736000000.0,27056000000.0,10680000000.0,0.2830188679245283,0.0,0.0,1349000000.0,1349000000.0,5657000000.0,7006000000.0,34062000000.0,57000000.0,559000000.0,2149000000.0,5707000000.0,0.15123489506041976,3498000000.0,0.09269662921348315,-499000000.0,2999000000.0,0.07947318210727157,868000000.0,2131000000.0,0.05647127411490354,7.425781,7.02,286973195.0,303600000.0,,,Airlines,,1482000000.0,2316000000.0,3798000000.0,1340000000.0,924000000.0,1051000000.0,7113000000.0,26208000000.0,4523000000.0,3539000000.0,8062000000.0,852000000.0,0.0,91000000.0,35213000000.0,0.0,42326000000.0,2196000000.0,1693000000.0,0.0,6052000000.0,2735000000.0,12676000000.0,12699000000.0,2565000000.0,225000000.0,5355000000.0,20844000000.0,0.0,1124000000.0,33520000000.0,0.0,3000000.0,4621000000.0,-1147000000.0,5329000000.0,8806000000.0,8806000000.0,42326000000.0,0.0,42326000000.0,3168000000.0,14392000000.0,12910000000.0,945000000.0,0.0,-1989000000.0,-183000000.0,66000000.0,-861000000.0,177000000.0,3413000000.0,0.0,0.0,-3241000000.0,3177000000.0,-3866000000.0,-3930000000.0,-1025000000.0,0.0,-1844000000.0,0.0,2674000000.0,-195000000.0,0.0,-712000000.0,1591000000.0,2303000000.0,3413000000.0,-3998000000.0,-585000000.0,2.183746740512151,2.183746740512151,0.5095949172395061,9.023967056288129,28.161194029850748,-32.87192102042735,5.634360913258131,5.634360913258131,-0.3663370572524755,0.5095949172395061,0.09090941808260304,5.457170807245488,2.183746740512151,,,,,0.20805178849879508,3.8064955712014537,0.791948211501205,5.262969588550984,0.2830188679245283,0.09269662921348315,24.199409493527142,0.05034730425743042,,0.025699999999999997,0.0399,,,Industrials
2,UAL,,100517.0,,,2016.0,,36556000000.0,24856000000.0,11700000000.0,0.3200568990042674,0.0,0.0,1303000000.0,1303000000.0,5421000000.0,6724000000.0,31580000000.0,42000000.0,542000000.0,1977000000.0,6338000000.0,0.17337783127256812,4338000000.0,0.11866725024619762,-519000000.0,3819000000.0,0.10446985446985448,1556000000.0,2263000000.0,0.06190502243133822,7.19297,6.85,314612744.0,330000000.0,,,Airlines,,2179000000.0,2249000000.0,4428000000.0,1176000000.0,873000000.0,832000000.0,7309000000.0,23318000000.0,4523000000.0,3632000000.0,8155000000.0,0.0,655000000.0,703000000.0,32831000000.0,0.0,40140000000.0,2139000000.0,965000000.0,0.0,5865000000.0,3317000000.0,12286000000.0,10740000000.0,3178000000.0,0.0,5277000000.0,19195000000.0,0.0,938000000.0,31481000000.0,0.0,3000000.0,3427000000.0,-829000000.0,6058000000.0,8659000000.0,8659000000.0,40140000000.0,0.0,40140000000.0,0.0,11705000000.0,9526000000.0,1648000000.0,0.0,-846000000.0,-16000000.0,239000000.0,-637000000.0,500000000.0,5542000000.0,0.0,0.0,-2768000000.0,2712000000.0,-3182000000.0,-3238000000.0,-1351000000.0,0.0,-2614000000.0,0.0,752000000.0,-3213000000.0,0.0,-909000000.0,2303000000.0,3212000000.0,5542000000.0,-3223000000.0,2319000000.0,2.6058466335235013,2.6058466335235013,0.6172454863683116,9.97084666357932,31.08503401360544,9.730067270237171,4.07145904,4.07145904,-0.4437622618237282,0.6172454863683116,0.11047982733025793,4.9334215840454405,2.6058466335235013,,,,,0.21571998006975585,3.635639219309389,0.7842800199302441,6.968634686346864,0.3200568990042674,0.11866725024619762,26.134657581706893,0.05637767812655705,,0.0165,0.025,,,Industrials
3,UAL,,100517.0,,,2015.0,,37864000000.0,25952000000.0,11912000000.0,0.31459961969152755,0.0,0.0,1342000000.0,1342000000.0,5078000000.0,6420000000.0,32372000000.0,25000000.0,620000000.0,1819000000.0,6658000000.0,0.17583984787661103,5166000000.0,0.13643566448341432,-947000000.0,4219000000.0,0.11142510035918023,-3121000000.0,7340000000.0,0.19385167969575323,19.52,19.47,376000000.0,377000000.0,,,Airlines,,3006000000.0,2190000000.0,5196000000.0,1128000000.0,738000000.0,766000000.0,7828000000.0,21580000000.0,4523000000.0,4136000000.0,8659000000.0,0.0,2037000000.0,757000000.0,33033000000.0,0.0,40861000000.0,1869000000.0,1359000000.0,0.0,5870000000.0,3316000000.0,12414000000.0,10400000000.0,3836000000.0,0.0,5245000000.0,19481000000.0,0.0,862000000.0,31895000000.0,0.0,4000000.0,3457000000.0,-831000000.0,6336000000.0,8966000000.0,8966000000.0,40861000000.0,0.0,40861000000.0,0.0,11759000000.0,8753000000.0,-3177000000.0,0.0,-352000000.0,-15000000.0,-77000000.0,403000000.0,362000000.0,5992000000.0,0.0,0.0,-2517000000.0,2707000000.0,-2683000000.0,-2493000000.0,-2301000000.0,0.0,-1233000000.0,0.0,1039000000.0,-2495000000.0,0.0,1004000000.0,3006000000.0,2002000000.0,5992000000.0,-2747000000.0,3245000000.0,2.0246799018514388,2.0246799018514388,0.47943376294105217,2.4731989100817438,33.56737588652482,5.594231124807396,3.02958611481976,3.02958611481976,-0.13154941154204775,0.47943376294105217,0.06792160975867721,3.932003604686092,2.0246799018514388,,,,,0.2194268373265461,3.5573276823555653,0.7805731626734539,6.764516129032258,0.31459961969152755,0.13643566448341432,81.86482266339505,0.1796333912532733,,0.0084,0.0169,,,Industrials
4,UAL,,100517.0,,,2014.0,,38901000000.0,29569000000.0,9332000000.0,0.23989100537261254,0.0,0.0,1373000000.0,1373000000.0,5143000000.0,6516000000.0,36085000000.0,22000000.0,683000000.0,1679000000.0,3490000000.0,0.08971491735430966,2373000000.0,0.061001002544921724,-1245000000.0,1128000000.0,0.028996683889874295,-4000000.0,1132000000.0,0.029099509010051157,3.05,2.93,371000000.0,390000000.0,,,Airlines,,2002000000.0,2382000000.0,4384000000.0,1146000000.0,666000000.0,1942000000.0,8138000000.0,19467000000.0,4523000000.0,4284000000.0,8807000000.0,0.0,0.0,941000000.0,29215000000.0,0.0,37353000000.0,1882000000.0,1423000000.0,0.0,5759000000.0,3444000000.0,12508000000.0,10692000000.0,4096000000.0,1591000000.0,6070000000.0,22449000000.0,0.0,681000000.0,34957000000.0,0.0,4000000.0,-3883000000.0,-1079000000.0,7354000000.0,2396000000.0,2396000000.0,37353000000.0,0.0,37353000000.0,0.0,12115000000.0,10113000000.0,13000000.0,0.0,-247000000.0,209000000.0,-251000000.0,-369000000.0,57000000.0,2634000000.0,0.0,0.0,-1041000000.0,584000000.0,-1799000000.0,-2256000000.0,-2630000000.0,0.0,-312000000.0,0.0,1346000000.0,-1596000000.0,0.0,-1218000000.0,2002000000.0,3220000000.0,2634000000.0,-2005000000.0,629000000.0,10.741348080133557,10.741348080133557,0.6615837639135241,22.73522084805654,33.94502617801047,40.91616852146264,9.770793470007595,9.770793470007595,-1.1932051117030664,0.6615837639135241,0.008237401923433349,10.10838681948424,10.741348080133557,,,,,0.06414478087436083,14.589732888146912,0.9358552191256392,1.6193265007320645,0.23989100537261254,0.061001002544921724,47.24540901502504,0.03030546408588333,,0.0063,0.0589,,,Industrials
5,UAL,,100517.0,,,2013.0,,38279000000.0,29925000000.0,8354000000.0,0.2182397659290995,0.0,0.0,1390000000.0,1390000000.0,5195000000.0,6585000000.0,36510000000.0,21000000.0,734000000.0,1689000000.0,2962000000.0,0.07737924188197184,1249000000.0,0.032628856553201496,-710000000.0,539000000.0,0.014080827607826746,-32000000.0,571000000.0,0.014916795109590115,1.64,1.53,348000000.0,390000000.0,,,Airlines,,3220000000.0,1901000000.0,5121000000.0,1503000000.0,667000000.0,1411000000.0,8702000000.0,18047000000.0,4523000000.0,4436000000.0,8959000000.0,0.0,0.0,1104000000.0,28110000000.0,0.0,36812000000.0,2087000000.0,1485000000.0,0.0,5774000000.0,2761000000.0,12107000000.0,10924000000.0,3873000000.0,1662000000.0,5262000000.0,21721000000.0,0.0,870000000.0,33828000000.0,0.0,4000000.0,-5015000000.0,608000000.0,7387000000.0,2984000000.0,2984000000.0,36812000000.0,0.0,36812000000.0,0.0,12409000000.0,9189000000.0,-14000000.0,11000000.0,-870000000.0,-142000000.0,-265000000.0,-370000000.0,57000000.0,1444000000.0,0.0,0.0,-120000000.0,0.0,-1902000000.0,-2022000000.0,-2319000000.0,0.0,-3000000.0,0.0,1350000000.0,-972000000.0,0.0,-1550000000.0,3220000000.0,4770000000.0,1444000000.0,-2164000000.0,-720000000.0,5.414758713136729,5.414758713136729,0.42210193578724625,28.29709281961471,25.46839654025283,-22.441166666666668,11.18950138504155,11.18950138504155,-1.3930383790105985,0.42210193578724625,,8.303051991897366,5.414758713136729,,,,,0.08106052374225796,11.336461126005362,0.9189394762577421,0.7057220708446866,0.2182397659290995,0.032628856553201496,19.13538873994638,0.015511246332717592,,0.002,0.1598,,,Industrials
6,UPS,,1090727.0,,,2018.0,,71861000000.0,59372000000.0,12489000000.0,0.1737938520198717,0.0,0.0,0.0,0.0,5465000000.0,5465000000.0,64837000000.0,0.0,605000000.0,2207000000.0,8831000000.0,0.12289002379593938,7024000000.0,0.09774425627252613,-1005000000.0,6019000000.0,0.08375892347726861,1228000000.0,4791000000.0,0.0666703775344067,5.53,5.51,866000000.0,870000000.0,,,Integrated Freight & Logistics,,4225000000.0,810000000.0,5035000000.0,9898000000.0,421000000.0,856000000.0,16210000000.0,26576000000.0,3811000000.0,2076000000.0,5887000000.0,170000000.0,141000000.0,1032000000.0,33806000000.0,0.0,50016000000.0,5188000000.0,2805000000.0,0.0,0.0,6094000000.0,14087000000.0,19537000000.0,0.0,1619000000.0,11736000000.0,32892000000.0,0.0,534000000.0,46979000000.0,0.0,9000000.0,8006000000.0,-4994000000.0,0.0,3021000000.0,3021000000.0,50000000000.0,0.0,50000000000.0,980000000.0,22342000000.0,18117000000.0,758000000.0,634000000.0,2042000000.0,-421000000.0,1034000000.0,2123000000.0,2279000000.0,12711000000.0,0.0,-2000000.0,-973000000.0,886000000.0,-6241000000.0,-6330000000.0,-2887000000.0,240000000.0,-1011000000.0,-3011000000.0,977000000.0,-5692000000.0,-91000000.0,598000000.0,4367000000.0,3769000000.0,12711000000.0,-6283000000.0,6428000000.0,29.00713077735849,29.00713077735849,1.2194450686519809,18.290657916593613,7.260153566377046,13.632629445924081,6.894071440358744,6.894071440358744,11.794273831548823,1.2194450686519809,0.034360166314002294,11.974582955316498,29.00713077735849,101.19,106.07,83753006023.0,0.20402060142880876,0.06040067178502879,15.550810989738498,0.9392794305822136,9.948760330578512,0.1737938520198717,0.09774425627252613,158.5898709036743,0.09578934740882918,0.9908415708467083,0.0151,0.022,8.196183494194868,6.473879160569726,Industrials
7,UPS,,1090727.0,,,2017.0,,65872000000.0,53304000000.0,12568000000.0,0.19079426767063395,0.0,0.0,0.0,0.0,5039000000.0,5039000000.0,58343000000.0,0.0,453000000.0,2282000000.0,9883000000.0,0.15003339810541658,7529000000.0,0.11429742530969152,-381000000.0,7148000000.0,0.10851348068982268,2238000000.0,4910000000.0,0.07453849890697109,5.64,5.61,871000000.0,875000000.0,,,Integrated Freight & Logistics,,3320000000.0,749000000.0,4069000000.0,10346000000.0,404000000.0,729000000.0,15548000000.0,22118000000.0,3872000000.0,1964000000.0,5836000000.0,483000000.0,265000000.0,1153000000.0,29855000000.0,0.0,45403000000.0,3872000000.0,4011000000.0,0.0,0.0,4825000000.0,12708000000.0,19829000000.0,0.0,757000000.0,11079000000.0,31665000000.0,0.0,500000000.0,44373000000.0,0.0,9000000.0,5858000000.0,-4867000000.0,0.0,1000000000.0,1000000000.0,45373000000.0,0.0,45373000000.0,1232000000.0,23840000000.0,20520000000.0,1230000000.0,584000000.0,-1460000000.0,-1022000000.0,592000000.0,2840000000.0,-6067000000.0,1479000000.0,0.0,-134000000.0,-1634000000.0,1990000000.0,-5197000000.0,-4975000000.0,-3939000000.0,247000000.0,-1813000000.0,-2771000000.0,11563000000.0,3287000000.0,53000000.0,-156000000.0,3320000000.0,3476000000.0,1479000000.0,-5227000000.0,-3748000000.0,111.58381052260002,111.58381052260002,1.693949030279937,22.72582699034623,6.36690508409047,-29.771560971878337,75.44544322014876,75.44544322014876,14.738790252115837,1.693949030279937,0.024833351603804264,13.366772288029951,111.58381052260002,,,,,0.022024976323150453,44.373,0.977314274387155,15.77924944812362,0.19079426767063395,0.11429742530969152,491.0,0.10814263374666873,,0.025699999999999997,0.0326,,,Industrials
8,UPS,,1090727.0,,,2016.0,,60906000000.0,50816000000.0,10090000000.0,0.1656651233047647,0.0,0.0,0.0,0.0,4623000000.0,4623000000.0,55439000000.0,0.0,381000000.0,2224000000.0,7741000000.0,0.12709749449972088,5467000000.0,0.0897612714675073,-331000000.0,5136000000.0,0.08432666732341641,1705000000.0,3431000000.0,0.0563327094210751,3.89,3.87,883000000.0,887000000.0,,,Integrated Freight & Logistics,,3476000000.0,1091000000.0,4567000000.0,7695000000.0,342000000.0,1245000000.0,13849000000.0,18800000000.0,3757000000.0,1758000000.0,5515000000.0,476000000.0,591000000.0,1146000000.0,26528000000.0,0.0,40377000000.0,3042000000.0,3681000000.0,0.0,0.0,5007000000.0,11730000000.0,11993000000.0,0.0,112000000.0,16113000000.0,28218000000.0,0.0,447000000.0,39948000000.0,0.0,9000000.0,4879000000.0,-4483000000.0,0.0,405000000.0,405000000.0,40353000000.0,0.0,40353000000.0,1567000000.0,15674000000.0,12198000000.0,123000000.0,591000000.0,-709000000.0,-704000000.0,461000000.0,2119000000.0,813000000.0,6473000000.0,0.0,-547000000.0,-4816000000.0,5724000000.0,-2927000000.0,-2566000000.0,-3805000000.0,245000000.0,-2678000000.0,-2643000000.0,5741000000.0,-3140000000.0,-21000000.0,746000000.0,3476000000.0,2730000000.0,6473000000.0,-2965000000.0,3508000000.0,255.15429368000002,255.15429368000002,1.6966717390798935,30.118766814456425,7.915009746588694,29.45766503432155,15.964388836768114,15.964388836768114,19.802584584635163,1.6966717390798935,0.025576390786158476,14.925137442242603,255.15429368000002,,,,,0.010030462887287317,98.63703703703703,0.9893751393119845,13.48031496062992,0.1656651233047647,0.0897612714675073,847.1604938271605,0.08497411892909329,,0.0165,0.0234,,,Industrials
9,UPS,,1090727.0,,,2015.0,,58363000000.0,46059000000.0,12304000000.0,0.21081849802100647,0.0,0.0,0.0,0.0,4636000000.0,4636000000.0,50695000000.0,0.0,341000000.0,2084000000.0,9767000000.0,0.1673491767044189,7668000000.0,0.13138461011257133,-326000000.0,7342000000.0,0.12579887942703424,2498000000.0,4844000000.0,0.08299778969552628,5.38,5.35,901000000.0,906000000.0,,,Integrated Freight & Logistics,,2730000000.0,1996000000.0,4726000000.0,7134000000.0,308000000.0,1040000000.0,13208000000.0,18352000000.0,3419000000.0,1549000000.0,4968000000.0,473000000.0,255000000.0,1055000000.0,25103000000.0,0.0,38311000000.0,2587000000.0,3018000000.0,0.0,0.0,5091000000.0,10696000000.0,10887000000.0,0.0,115000000.0,14122000000.0,25124000000.0,0.0,475000000.0,35820000000.0,0.0,9000000.0,6001000000.0,-3540000000.0,0.0,2470000000.0,2470000000.0,38290000000.0,0.0,38290000000.0,2469000000.0,13905000000.0,11175000000.0,540000000.0,574000000.0,-254000000.0,-452000000.0,-147000000.0,2512000000.0,-358000000.0,7430000000.0,0.0,-1904000000.0,-7415000000.0,6388000000.0,-2378000000.0,-5309000000.0,-2724000000.0,249000000.0,-2702000000.0,-2525000000.0,6137000000.0,-1565000000.0,-117000000.0,439000000.0,2730000000.0,2291000000.0,7430000000.0,-2379000000.0,5051000000.0,33.99724583275304,33.99724583275304,1.4388087865068622,17.33550726814616,8.180964395850856,16.625063790714712,11.30191079500673,11.30191079500673,11.63015044571831,1.4388087865068622,0.03006911828995506,9.74180374801884,33.99724583275304,,,,,0.06447234475738038,14.502024291497976,0.9349795098013626,21.530791788856305,0.21081849802100647,0.13138461011257133,196.11336032388664,0.12643888178329984,,0.0084,0.0153,,,Industrials
